"순번","품목명","제조·생산지","유통기한
(포장일자)","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"합계","","","","1,264.6","","",""
"1","침출차","러시아연방","2021.4.21.","14.6","33","불검출","적합"
"2","능이/건조","중국","(2019.5.1.)","1,250","5","-","적합"
