"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장홍어","홋카이도","2019-06-04","9,261","불검출","불검출","적합"
"22","냉장명태","홋카이도","2019-06-04","2,314","불검출","불검출","적합"
"23","냉장홍어","홋카이도","2019-06-04","2,996","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2019-06-04","1,592","불검출","불검출","적합"
"25","냉장홍어","홋카이도","2019-06-04","4,407","불검출","불검출","적합"
"26","활돔(참돔)","에히메현","2019-06-04","4,877","불검출","불검출","적합"
"27","활돔(참돔)","에히메현","2019-06-04","5,628","불검출","불검출","적합"
"28","활돔(벤자리)","에히메현","2019-06-04","1,222","불검출","불검출","적합"
"29","냉장명태","홋카이도","2019-06-04","1,300","불검출","불검출","적합"
"30","냉장홍어","홋카이도","2019-06-04","3,299","불검출","불검출","적합"
"31","냉장명태","홋카이도","2019-06-04","1,300","불검출","불검출","적합"
"32","활돔(돌돔)","에히메현","2019-06-04","482","불검출","불검출","적합"
"33","냉장홍어","홋카이도","2019-06-04","1,313","불검출","불검출","적합"
"합계","","-","-","85,313","-","-","-"
