"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"34","활우렁쉥이","홋카이도","2015-11-10","7,449","불검출","불검출","적합"
"35","활우렁쉥이","홋카이도","2015-11-10","8,448","불검출","불검출","적합"
"36","활우렁쉥이","홋카이도","2015-11-10","5,680","불검출","불검출","적합"
"37","냉장명태","홋카이도","2015-11-10","4,500","불검출","불검출","적합"
"38","활우렁쉥이","홋카이도","2015-11-10","17,936","불검출","불검출","적합"
"39","활우렁쉥이","홋카이도","2015-11-10","8,744","불검출","불검출","적합"
"40","냉장갈치","와카야마현","2015-11-10","760","불검출","불검출","적합"
"41","냉장준치","구마모토현","2015-11-10","224","불검출","불검출","적합"
"42","냉장명태","홋카이도","2015-11-10","4,500","불검출","불검출","적합"
"43","냉장홍어","홋카이도","2015-11-10","5,669","불검출","불검출","적합"
"44","냉장갈치","에히메현","2015-11-10","1,245","불검출","불검출","적합"
"45","냉장갈치","오이타현","2015-11-10","905","불검출","불검출","적합"
"46","냉장홍어","홋카이도","2015-11-10","2,882","불검출","불검출","적합"
"47","냉장갈치","후쿠오카현","2015-11-10","990","불검출","불검출","적합"
"48","냉장갈치","와카야마현","2015-11-10","432","불검출","불검출","적합"
"49","냉장돔 황돔(
)","오이타현","2015-11-10","180","불검출","불검출","적합"
"50","냉장갈치","효고현","2015-11-10","608","불검출","불검출","적합"
"51","냉장갈치","오이타현","2015-11-10","300","불검출","불검출","적합"
