"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건57","-","-","192,159","-","-","-"
"1","활돔 쥐돔(
)","나가사키현","2015-11-10","180","불검출","불검출","적합"
"2","활돔 강담돔
(
)","나가사키현","2015-11-10","534","불검출","불검출","적합"
"3","활돔 참돔(
)","에히메현","2015-11-10","1,921","불검출","불검출","적합"
"4","활방어","에히메현","2015-11-10","3,928","불검출","불검출","적합"
"5","활바리 능성어
(
)","에히메현","2015-11-10","926","불검출","불검출","적합"
"6","활돔 돌돔(
)","미야자키현","2015-11-10","1,810","불검출","불검출","적합"
"7","활돔 참돔(
)","에히메현","2015-11-10","5,186","불검출","불검출","적합"
"8","활가리비","홋카이도","2015-11-10","6,954","불검출","불검출","적합"
"9","냉동상어 청상아
(
리,F)","태평양","2015-11-10","4,475","불검출","불검출","적합"
"10","냉동다랑어 눈다(
랑어 목살,
)","태평양","2015-11-10","520","불검출","불검출","적합"
"11","활가리비","홋카이도","2015-11-10","7,111","불검출","불검출","적합"
"12","냉장가오리","야마구치현","2015-11-10","240","불검출","불검출","적합"
"13","냉장홍어","야마구치현","2015-11-10","200","불검출","불검출","적합"
"14","냉장명태","홋카이도","2015-11-10","4,500","불검출","불검출","적합"
"15","냉장갈치","오이타현","2015-11-10","760","불검출","불검출","적합"
