"순번","품
목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(
기준
:100Bq/Kg)","요오드
(
기준
:300Bq/Kg)","판정"
"합계","건24","-","-","52,121","-","-","-"
"1","냉장가오리","야마구치현","2015-11-06","210","불검출","불검출","적합"
"2","냉장홍어","야마구치현","2015-11-06","250","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2015-11-06","6,318","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2015-11-06","2,100","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2015-11-06","2,381","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2015-11-06","1,858","불검출","불검출","적합"
"7","냉장홍어","홋카이도","2015-11-06","1,681","불검출","불검출","적합"
"8","활우렁쉥이","홋카이도","2015-11-06","5,430","불검출","불검출","적합"
"9","활우렁쉥이","홋카이도","2015-11-06","4,115","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2015-11-06","9,120","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2015-11-06","976","불검출","불검출","적합"
"12","냉장갈치","오이타현","2015-11-06","755","불검출","불검출","적합"
"13","냉장갈치","야마구치현","2015-11-06","1,705","불검출","불검출","적합"
"14","냉장갈치","오이타현","2015-11-06","644","불검출","불검출","적합"
"15","냉장갈치","오이타현","2015-11-06","960","불검출","불검출","적합"
