"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2019-07-15","8,198","불검출","불검출","적합"
"2","활바리(능성어)","에히메현","2019-07-15","1,412","불검출","불검출","적합"
"3","활가리비","홋카이도","2019-07-15","7,521","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-07-15","7,718","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2019-07-15","1,790","불검출","불검출","적합"
"6","냉장명태","홋카이도","2019-07-15","396","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2019-07-15","5,900","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2019-07-15","656","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2019-07-15","616","불검출","불검출","적합"
"10","냉장갈치","와카야마현","2019-07-15","915","불검출","불검출","적합"
"11","활돔(참돔)","에히메현","2019-07-15","4,762","불검출","불검출","적합"
"12","활가리비","홋카이도","2019-07-15","7,557","불검출","불검출","적합"
"13","활돔(참돔)","에히메현","2019-07-15","17,875","불검출","불검출","적합"
"14","활가리비","홋카이도","2019-07-15","8,568","불검출","불검출","적합"
"15","냉동방어(잿방어,F,포장횟감)","가고시마현","2019-07-15","509","불검출","불검출","적합"
"16","냉동다랑어(남방참다랑어)","태평양","2019-07-15","19,800","불검출","불검출","적합"
"17","냉장명태","홋카이도","2019-07-15","696","불검출","불검출","적합"
"18","활가리비","홋카이도","2019-07-15","7,200","불검출","불검출","적합"
"19","냉장명태","홋카이도","2019-07-15","660","불검출","불검출","적합"
"20","활돔(벵에돔)","나가사키현","2019-07-15","1,351","불검출","불검출","적합"
