"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"7","냉동명태","러시아","2018-04-25","1,433,792","불검출","불검출","적합"
"8","냉동대구(F)","러시아","2018-04-25","9,960","불검출","불검출","적합"
"9","냉동대구(F)","러시아","2018-04-25","8,010","불검출","불검출","적합"
"10","냉동가자미(각시가자미)","러시아","2018-04-25","22,500","불검출","불검출","적합"
"11","냉동가자미(각시가자미)","미국","2018-04-25","21,127","불검출","불검출","적합"
"12","냉동명태(F)","러시아","2018-04-25","22,130","불검출","불검출","적합"
"13","냉동가자미(각시가자미)","러시아","2018-04-25","22,050","불검출","불검출","적합"
"14","냉동명태","러시아","2018-04-25","422,690","불검출","불검출","적합"
"15","냉동명태","러시아","2018-04-25","24,000","불검출","불검출","적합"
"16","냉동가자미(각시가자미)","러시아","2018-04-25","10,000","불검출","불검출","적합"
"17","냉동가자미(각시가자미)","러시아","2018-04-25","22,050","불검출","불검출","적합"
"18","냉동가자미(각시가자미)","러시아","2018-04-25","20,025","불검출","불검출","적합"
"19","냉동가자미(각시가자미)","러시아","2018-04-25","22,500","불검출","불검출","적합"
"20","냉동어란(대구알)","러시아","2018-04-25","7,888","불검출","불검출","적합"
"21","활재첩","중국","2018-04-25","21,000","불검출","불검출","적합"
"합계","","-","-","2,476,870","-","-","-"
