"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2018-04-25","6,295","불검출","불검출","적합"
"2","냉장돔(황돔)","야마구치현","2018-04-25","195","불검출","불검출","적합"
"3","냉장갈치","오이타현","2018-04-25","424","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2018-04-25","1,877","불검출","불검출","적합"
"5","냉장갈치","에히메현","2018-04-25","90","불검출","불검출","적합"
"6","냉장홍어","홋카이도","2018-04-25","13,910","불검출","불검출","적합"
"7","냉장명태","홋카이도","2018-04-25","1,508","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2018-04-25","75","불검출","불검출","적합"
"9","냉장갈치","오이타현","2018-04-25","1,610","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2018-04-25","1,766","불검출","불검출","적합"
"11","냉장명태","홋카이도","2018-04-25","1,495","불검출","불검출","적합"
"12","냉장명태","홋카이도","2018-04-25","5,850","불검출","불검출","적합"
"13","냉동개아지살(가리비)","홋카이도","2018-04-25","1,000","불검출","불검출","적합"
"14","냉장갈치","오이타현","2018-04-25","440","불검출","불검출","적합"
"15","활가리비","홋카이도","2018-04-25","7,142","불검출","불검출","적합"
"16","냉장명태","홋카이도","2018-04-25","1,300","불검출","불검출","적합"
"17","냉장준치","구마모토현","2018-04-25","248","불검출","불검출","적합"
"18","냉장돔(황돔)","후쿠오카현","2018-04-25","516","불검출","불검출","적합"
"19","냉장명태","홋카이도","2018-04-25","1,300","불검출","불검출","적합"
"20","냉동갈치","가나가와현","2018-04-25","10,400","불검출","불검출","적합"
