"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장고등어","가고시마현","2018-04-23","100","불검출","불검출","적합"
"2","냉장준치","효고현","2018-04-23","770","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2018-04-23","4,695","불검출","불검출","적합"
"4","냉장가오리","야마구치현","2018-04-23","80","불검출","불검출","적합"
"5","냉장병어","야마구치현","2018-04-23","192","불검출","불검출","적합"
"6","냉장명태","홋카이도","2018-04-23","1,300","불검출","불검출","적합"
"7","활가리비","홋카이도","2018-04-23","1,688","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2018-04-23","4,164","불검출","불검출","적합"
"9","냉장명태","홋카이도","2018-04-23","1,950","불검출","불검출","적합"
"10","활가리비","홋카이도","2018-04-23","5,046","불검출","불검출","적합"
"11","냉장명태","홋카이도","2018-04-23","1,300","불검출","불검출","적합"
"12","활돔(돌돔)","나가사키현","2018-04-23","1,168","불검출","불검출","적합"
"13","냉장갈치","에히메현","2018-04-23","70","불검출","불검출","적합"
"14","냉장명태","홋카이도","2018-04-23","2,600","불검출","불검출","적합"
"15","냉장명태","홋카이도","2018-04-23","806","불검출","불검출","적합"
"합계","","-","-","25,929","-","-","-"
