"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"19","혼합제제","효고현","2014-05-26","45","불검출","불검출","적합"
"20","화이트초콜릿","가나가와현","2014-05-20","1,656","불검출","불검출","적합"
"21","준초콜릿","가나가와현","2014-04-24","72","불검출","불검출","적합"
"22","국수","사이타마현","2014-05-15","4,320","불검출","불검출","적합"
"23","국수","효고현","2014-03-28","80","불검출","불검출","적합"
"24","기타전분","가고시마현","2014-02-04","40","불검출","불검출","적합"
"25","곡류가공품","아이치현","2014-04-09","18.9","불검출","불검출","적합"
"26","드레싱","시즈오카현","2014-05-20","240","불검출","불검출","적합"
"27","빵류(케이크)","나가노현","2014-05-26","88","불검출","불검출","적합"
"28","합성착향료","오카야마현","2014-05-21","60","불검출","불검출","적합"
"29","양조간장","지바현","2014-05-07","1,800","불검출","불검출","적합"
"30","맥주","교토부","2014-04-07","191,560.32","불검출","불검출","적합"
"31","혼합제제","효고현","2014-05-20","34","불검출","불검출","적합"
"32","빵류(케이크)","나가노현","2014-05-26","117.6","불검출","불검출","적합"
"33","된장","나가노현","2014-05-08","2,160","불검출","불검출","적합"
"34","과자(스낵과자)","야마가타현","2014-05-21","401.28","불검출","불검출","적합"
"35","과자(스낵과자)","야마가타현","2014-05-26","195","불검출","불검출","적합"
"36","과자(스낵과자)","아이치현","2014-05-22","151.2","불검출","불검출","적합"
"37","캔디류(사탕)","후쿠시마현","2014-04-30","172.8","불검출","불검출","적합"
"38","글리세린지방산에스테르","미에현","2014-04-25","64","불검출","불검출","적합"
"39","혼합제제","오카야마현","2014-05-27","210","불검출","불검출","적합"
"40","혼합제제","효고현","2014-05-20","45","불검출","불검출","적합"
"41","혼합제제","효고현","2014-05-29","34","불검출","불검출","적합"
"42","혼합제제","시즈오카현","2014-04-16","35.5","불검출","불검출","적합"
"43","곡류가공품","도쿄도","2014-05-12","1,000","불검출","불검출","적합"
"44","맥주","후쿠오카현","2014-03-04","34,920","불검출","불검출","적합"
"45","과.채가공품","오카야마현","2014-05-30","9,600","불검출","불검출","적합"
"46","어묵","효고현","2014-03-20","6,154","불검출","불검출","적합"
"47","자당지방산에스테르","기후현","2013-12-20","40","불검출","불검출","적합"
"48","자당지방산에스테르","미에현","2014-03-24","4,320","불검출","불검출","적합"
"49","염화마그네슘","오카야마현","2014-05-23","17,000","불검출","불검출","적합"
"50","자당지방산에스테르","미에현","2014-04-02","3,600","불검출","불검출","적합"
"51","자당지방산에스테르","미에현","2014-02-28","3,600","불검출","불검출","적합"
"52","혼합제제","미에현","2014-04-25","1,536","불검출","불검출","적합"
"53","폴리글리세린지방산에스테르","미에현","2014-02-18","306","불검출","불검출","적합"
"54","폴리글리세린지방산에스테르","미에현","2014-04-22","300","불검출","불검출","적합"
"55","맥주","오이타현","2014-05-13","82,800","불검출","불검출","적합"
"56","복합조미식품","가나가와현","2014-03-12","33,520","불검출","불검출","적합"
"57","청주","이시카와현","2014-05-02","14.4","불검출","불검출","적합"
"58","소주","미야자키현","2014-04-30","172.8","불검출","불검출","적합"
"59","청주","야마구치현","2014-05-01","86.4","불검출","불검출","적합"
"60","청주","훗카이도","2014-04-18","57.6","불검출","불검출","적합"
"61","청주","미야기현","2014-05-13","60.48","불검출","불검출","적합"
"62","청주","시즈오카현","2014-05-01","216","불검출","불검출","적합"
"63","청주","시즈오카현","2014-05-01","1,296","불검출","불검출","적합"
"64","청주","니가타현","2014-04-09","129.6","불검출","불검출","적합"
"65","청주","니가타현","2014-04-28","432","불검출","불검출","적합"
"66","청주","니가타현","2013-12-16","1,330.56","불검출","불검출","적합"
"67","청주","니가타현","2014-04-15","504","불검출","불검출","적합"
"68","소주","미야자키현","2014-04-09","86.4","불검출","불검출","적합"
