"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","110,274","-","-","-"
"1","활가리비","홋카이도","2014-6-16","6,420","불검출","불검출","적합"
"2","냉장홍어","홋카이도","2014-6-16","2,872","불검출","불검출","적합"
"3","냉장명태","홋카이도","2014-6-16","1,134","불검출","불검출","적합"
"4","냉장갈치","야마구치현","2014-6-16","1,250","불검출","불검출","적합"
"5","냉동다랑어(눈다랑어,목살) 태평양","","2014-6-16","600","불검출","불검출","적합"
"6","냉동멸치","돗토리현","2014-6-16","48,000","불검출","불검출","적합"
"7","활가리비","홋카이도","2014-6-16","13,599","불검출","불검출","적합"
"8","냉장명태","홋카이도","2014-6-16","2,464","불검출","불검출","적합"
"9","냉장갈치","오이타현","2014-6-16","1,080","불검출","불검출","적합"
"10","냉장홍어","오이타현","2014-6-16","4,243","불검출","불검출","적합"
"11","냉동기름치","태평양","2014-6-16","13,555","불검출","불검출","적합"
"12","냉장갈치","에히메현","2014-6-16","544","불검출","불검출","적합"
"13","냉장준치","구마모토현","2014-6-16","476","불검출","불검출","적합"
"14","냉동가리비(외투막)","홋카이도","2014-6-16","100","불검출","불검출","적합"
"15","활가리비","홋카이도","2014-6-16","6,949","불검출","불검출","적합"
"16","활가리비","홋카이도","2014-6-16","6,988","불검출","불검출","적합"
