"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","12건","-","-","25,369","-","-","-"
"1","활돔(참돔)","에히메현","2015-6-22","9,400","불검출","불검출","적합"
"2","활돔(벵에돔)","오이타현","2015-6-22","1,134","불검출","불검출","적합"
"3","냉장갈치","와카야마현","2015-6-22","1,992","불검출","불검출","적합"
"4","냉장갈치","야마구치현","2015-6-22","565","불검출","불검출","적합"
"5","냉장갈치","오이타현","2015-6-22","950","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2015-6-22","2,744","불검출","불검출","적합"
"7","냉장명태","홋카이도","2015-6-22","1,280","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2015-6-22","4,112","불검출","불검출","적합"
"9","냉장홍어","홋카이도","2015-6-22","1,909","불검출","불검출","적합"
"10","냉장준치","구마모토현","2015-6-22","259","불검출","불검출","적합"
"11","냉장갈치","에히메현","2015-6-22","152","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2015-6-22","872","불검출","불검출","적합"
