"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","25건","-","-","82,908","-","-","-"
"1","활가리비","홋카이도","2015-6-25","7,500","불검출","불검출","적합"
"2","활가리비","홋카이도","2015-6-25","6,500","불검출","불검출","적합"
"3","활가리비","홋카이도","2015-6-25","7,000","불검출","불검출","적합"
"4","활조개(개조개)","아이치현","2015-6-25","108","불검출","불검출","적합"
"5","냉장홍어","홋카이도","2015-6-25","4,957","불검출","불검출","적합"
"6","활가리비","홋카이도","2015-6-25","14,227","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2015-6-25","872","불검출","불검출","적합"
"8","활돔(벵에돔)","사가현","2015-6-25","1,500","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2015-6-25","928","불검출","불검출","적합"
"10","냉장갈치","나가사키현","2015-6-25","135","불검출","불검출","적합"
"11","냉장갈치","오이타현","2015-6-25","400","불검출","불검출","적합"
"12","냉장돔(황돔)","후쿠오카현","2015-6-25","308","불검출","불검출","적합"
"13","냉장민어(수조기)","야마구치현","2015-6-25","78","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2015-6-25","1,784","불검출","불검출","적합"
"15","활가리비","홋카이도","2015-6-25","7,100","불검출","불검출","적합"
"16","냉장갈치","오이타현","2015-6-25","2,100","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2015-6-25","1,967","불검출","불검출","적합"
"18","냉장갈치","히로시마현","2015-6-25","240","불검출","불검출","적합"
"19","활꼬막(새꼬막)","사가현","2015-6-25","2,600","불검출","불검출","적합"
"20","냉장갈치","에히메현","2015-6-25","112","불검출","불검출","적합"
"21","냉장갈치","와카야마현","2015-6-25","568","불검출","불검출","적합"
"22","활소라","나가사키현","2015-6-25","2,000","불검출","불검출","적합"
