"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","17건","-","-","65,635","-","-","-"
"1","활돔(참돔)","구마모토현","2015-6-23","3,867","불검출","불검출","적합"
"2","활돔(참돔)","구마모토현","2015-6-23","9,856","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2015-6-23","7,694","불검출","불검출","적합"
"4","활가리비","홋카이도","2015-6-23","7,000","불검출","불검출","적합"
"5","활장어(붕장어)","후쿠오카현","2015-6-23","328","불검출","불검출","적합"
"6","활돔(돌돔)","나가사키현","2015-6-23","749","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2015-6-23","3,256","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2015-6-23","931","불검출","불검출","적합"
"9","활가리비","홋카이도","2015-6-23","6,897","불검출","불검출","적합"
"10","활가리비","홋카이도","2015-6-23","7,243","불검출","불검출","적합"
"11","활가리비","홋카이도","2015-6-23","7,212","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2015-6-23","1,608","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2015-6-23","2,541","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2015-6-23","969","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2015-6-23","1,240","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2015-6-23","848","불검출","불검출","적합"
"17","활장어(먹장어)","야마구치현","2015-6-23","3,396","불검출","불검출","적합"
