"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"83","전분가공품","에히메현","2019-01-22","13,980","불검출","불검출","적합"
"84","소스","에히메현","2019-01-24","6,000","불검출","불검출","적합"
"85","과자","나가노현","2019-01-22","801","불검출","불검출","적합"
"86","떡류","니가타현","2018-12-05","25","불검출","불검출","적합"
"87","액상차","미에현","2018-09-15","1,200","불검출","불검출","적합"
"88","소스","지바현","2018-06-08","553","불검출","불검출","적합"
"89","소스","아이치현","2018-09-20","91","불검출","불검출","적합"
"90","떡류","니가타현","2018-12-05","25","불검출","불검출","적합"
"91","소스","야마가타현","2018-08-13","37","불검출","불검출","적합"
"92","건면","아이치현","2018-11-01","301","불검출","불검출","적합"
"93","떡류","니가타현","2018-10-05","109","불검출","불검출","적합"
"94","소스","야마가타현","2018-12-19","37","불검출","불검출","적합"
"95","소스","야마가타현","2019-01-14","37","불검출","불검출","적합"
"96","소스","야마가타현","2019-01-10","37","불검출","불검출","적합"
"97","숙면","가가와현","2019-01-12","7,488","불검출","불검출","적합"
"98","곡류가공품","오사카부","2018-12-12","500","불검출","불검출","적합"
"99","곡류가공품","오사카부","2018-11-20","100","불검출","불검출","적합"
"100","빵류","히로시마현","2019-01-17","181","불검출","불검출","적합"
"101","빵류","히로시마현","2019-01-17","234","불검출","불검출","적합"
"102","기타 농산가공품","미에현","2018-12-26","144","불검출","불검출","적합"
"103","과자","아이치현","2018-12-22","270","불검출","불검출","적합"
"104","양조간장","아이치현","2018-12-26","972","불검출","불검출","적합"
"105","기타 수산물가공품","히로시마현","2019-01-17","24","불검출","불검출","적합"
"106","기타 수산물가공품","히로시마현","2019-01-17","32","불검출","불검출","적합"
"107","맥주","후쿠오카현","2018-12-28","308,446","불검출","불검출","적합"
"108","맥주","후쿠오카현","2018-12-29","244,272","불검출","불검출","적합"
"109","맥주","후쿠오카현","2019-01-10","174,480","불검출","불검출","적합"
"110","맥주","오키나와현","2019-01-15","20,180","불검출","불검출","적합"
"111","청주","니가타현","2018-12-24","259","불검출","불검출","적합"
"112","청주","니가타현","2018-12-24","173","불검출","불검출","적합"
"113","숙면","가가와현","2018-12-28","1,200","불검출","불검출","적합"
"114","숙면","니가타현","2018-12-22","7,000","불검출","불검출","적합"
"115","숙면","가가와현","2018-12-14","1,000","불검출","불검출","적합"
"116","어묵","사가현","2018-12-31","1,056","불검출","불검출","적합"
"117","어묵","사가현","2018-12-31","960","불검출","불검출","적합"
