"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","17건","-","-","108,325","-","-","-"
"1","활가리비","홋카이도","2014-8-14","7,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-8-14","6,500","불검출","불검출","적합"
"3","활백합(비너스백합)","홋카이도","2014-8-14","10,700","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-8-14","6,000","불검출","불검출","적합"
"5","활게(왕게)","홋카이도","2014-8-14","2,000","불검출","불검출","적합"
"6","냉동상어(청상아리,F)","인도양","2014-8-14","2,586","불검출","불검출","적합"
"7","냉동상어(청상아리,F)","대서양","2014-8-14","2,271","불검출","불검출","적합"
"8","냉동상어(청상아리,F)","태평양","2014-8-14","4,308","불검출","불검출","적합"
"9","냉동상어(청상아리)","대서양","2014-8-14","3,114","불검출","불검출","적합"
"10","냉장홍어","홋카이도","2014-8-14","2,287","불검출","불검출","적합"
"11","냉장명태","홋카이도","2014-8-14","2,384","불검출","불검출","적합"
"12","활가리비","홋카이도","2014-8-14","6,823","불검출","불검출","적합"
"13","냉동가리비(외투막)","홋카이도","2014-8-14","24,500","불검출","불검출","적합"
"14","냉장명태","홋카이도","2014-8-14","1,752","불검출","불검출","적합"
"15","냉장명태","홋카이도","2014-8-14","1,740","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2014-8-14","360","불검출","불검출","적합"
"17","냉동멸치","오사카부","2014-8-14","24,000","불검출","불검출","적합"
