"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2019-03-20","4,550","불검출","불검출","적합"
"2","냉장명태","홋카이도","2019-03-20","3,900","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2019-03-20","2,374","불검출","불검출","적합"
"4","냉장홍어","홋카이도","2019-03-20","2,414","불검출","불검출","적합"
"5","냉장가오리","야마구치현","2019-03-20","100","불검출","불검출","적합"
"6","냉장명태","홋카이도","2019-03-20","2,600","불검출","불검출","적합"
"7","활돔(돌돔)","가나가와현","2019-03-20","1,381","불검출","불검출","적합"
"8","냉장명태","홋카이도","2019-03-20","3,679","불검출","불검출","적합"
"9","활돔(참돔)","에히메현","2019-03-20","10,738","불검출","불검출","적합"
"10","활게(참게)","후쿠오카현","2019-03-20","500","불검출","불검출","적합"
"11","활돔(돌돔)","시즈오카현","2019-03-20","940","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-03-20","1,950","불검출","불검출","적합"
"13","활전갱이(흑점줄전갱이)","에히메현","2019-03-20","660","불검출","불검출","적합"
"14","냉장명태","홋카이도","2019-03-20","650","불검출","불검출","적합"
"15","냉장명태","홋카이도","2019-03-20","1,300","불검출","불검출","적합"
"16","활가리비","홋카이도","2019-03-20","13,888","불검출","불검출","적합"
"17","냉장가오리","후쿠오카현","2019-03-20","1,080","불검출","불검출","적합"
"18","냉장준치","효고현","2019-03-20","632","불검출","불검출","적합"
"19","활가리비","홋카이도","2019-03-20","12,500","불검출","불검출","적합"
"20","냉장명태","홋카이도","2019-03-20","5,200","불검출","불검출","적합"
