"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"84","합성향료","군마현","2019-02-18","100","불검출","불검출","적합"
"85","혼합제제","군마현","2019-02-19","20","불검출","불검출","적합"
"86","혼합제제","군마현","2019-02-25","80","불검출","불검출","적합"
"87","합성향료","군마현","2019-02-20","800","불검출","불검출","적합"
"88","합성향료","군마현","2019-02-08","100","불검출","불검출","적합"
"89","소스","야마나시현","2019-03-05","3,584","불검출","불검출","적합"
"90","청주","이바라키현","2019-02-22","1,080","불검출","불검출","적합"
"91","글루콘산아연","도쿠시마현","2019-02-08","100","불검출","불검출","적합"
"92","캔디류","시즈오카현","2019-02-07","684","불검출","불검출","적합"
"93","향신료조제품","사이타마현","2018-12-12","180","불검출","불검출","적합"
"94","소스","나가노현","2019-01-08","276","불검출","불검출","적합"
"95","청주","아이치현","2019-02-22","1,102","불검출","불검출","적합"
"96","청주","아이치현","2018-12-17","1,102","불검출","불검출","적합"
"97","소주","구마모토현","2018-10-01","360","불검출","불검출","적합"
"98","일반증류주","히로시마현","2019-01-28","26","불검출","불검출","적합"
"99","청주","야마가타현","2018-12-12","130","불검출","불검출","적합"
"100","기타 수산물가공품","효고현","2019-02-21","1,440","불검출","불검출","적합"
"101","빵류","나가사키현","2019-03-04","11","불검출","불검출","적합"
"102","빵류","나가사키현","2019-03-04","22","불검출","불검출","적합"
