"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","15건","-","-","3,686,269","-","-","-"
"1","냉동꽁치","대만","2014-11-3","380,212","불검출","불검출","적합"
"2","냉동대구(목살)","러시아","2014-11-3","19,245","불검출","불검출","적합"
"3","냉동명태","러시아","2014-11-3","572,266","불검출","불검출","적합"
"4","냉동명태","러시아","2014-11-3","1,962,348","불검출","불검출","적합"
"5","냉동가자미","러시아","2014-11-3","19,587","불검출","불검출","적합"
"6","냉동대구","러시아","2014-11-3","47,515","불검출","불검출","적합"
"7","냉동대구","러시아","2014-11-3","18,017","불검출","불검출","적합"
"8","냉동고등어","뉴질랜드","2014-11-3","100","불검출","불검출","적합"
"9","냉동명태","러시아","2014-11-3","20,340","불검출","불검출","적합"
"10","냉동꽁치","대만","2014-11-3","112,000","불검출","불검출","적합"
"11","냉동꽁치","대만","2014-11-3","86,406","불검출","불검출","적합"
"12","냉동꽁치","대만","2014-11-3","114,204","불검출","불검출","적합"
"13","냉동꽁치","대만","2014-11-3","157,830","불검출","불검출","적합"
"14","냉동꽁치","대만","2014-11-3","152,799","불검출","불검출","적합"
"15","냉동가자미(각시가자미) 러시아","","2014-11-3","23,400","불검출","불검출","적합"
