"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","38건","-","-","107,504","-","-","-"
"1","활돔(참돔)","구마모토현","2014-11-4","9,523","불검출","불검출","적합"
"2","활방어","구마모토현","2014-11-4","4,885","불검출","불검출","적합"
"3","활돔(참돔)","구마모토현","2014-11-4","9,946","불검출","불검출","적합"
"4","활장어(먹장어)","나가사키현","2014-11-4","797","불검출","불검출","적합"
"5","활우렁쉥이","홋카이도","2014-11-4","8,000","불검출","불검출","적합"
"6","냉장돔(황돔)","나가사키현","2014-11-4","192","불검출","불검출","적합"
"7","활장어(먹장어)","나가사키현","2014-11-4","931","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2014-11-4","1,893","불검출","불검출","적합"
"9","활꼬막(새꼬막)","후쿠오카현","2014-11-4","2,660","불검출","불검출","적합"
"10","냉동다랑어(눈다랑어,목살) 태평양","","2014-11-4","892","불검출","불검출","적합"
"11","냉동다랑어(눈다랑어,F,횟감)","태평양","2014-11-4","398","불검출","불검출","적합"
"12","냉장갈치","오이타현","2014-11-4","3,085","불검출","불검출","적합"
"13","냉장갈치","효고현","2014-11-4","140","불검출","불검출","적합"
"14","냉장갈치","에히메현","2014-11-4","592","불검출","불검출","적합"
"15","냉장민어(수조기)","가가와현","2014-11-4","45","불검출","불검출","적합"
"16","냉장민어(수조기)","야마구치현","2014-11-4","69","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2014-11-4","10,036","불검출","불검출","적합"
"18","냉장전어","와카야마현","2014-11-4","1,904","불검출","불검출","적합"
"19","냉장가오리","야마구치현","2014-11-4","600","불검출","불검출","적합"
"20","냉장홍어","야마구치현","2014-11-4","396","불검출","불검출","적합"
"21","냉장명태","홋카이도","2014-11-4","5,000","불검출","불검출","적합"
"22","활가리비","홋카이도","2014-11-4","7,190","불검출","불검출","적합"
"23","냉장갈치","야마구치현","2014-11-4","1,320","불검출","불검출","적합"
"24","냉장갈치","와카야마현","2014-11-4","624","불검출","불검출","적합"
"25","냉장갈치","와카야마현","2014-11-4","824","불검출","불검출","적합"
