"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"18","맥주","후쿠오카현","2014-09-04","69,840","불검출","불검출","적합"
"19","드레싱","오사카부","2014-09-08","198","불검출","불검출","적합"
"20","드레싱","사가현","2014-08-23","7,200","불검출","불검출","적합"
"21","마요네즈","효고현","2014-09-26","550","불검출","불검출","적합"
"22","드레싱","도쿄도","2014-09-09","99","불검출","불검출","적합"
"23","카레","나라현","2014-09-30","600","불검출","불검출","적합"
"24","기타장류","효고현","2014-09-16","432","불검출","불검출","적합"
"25","메타인산칼륨","도야마현","2014-08-08","1,000","불검출","불검출","적합"
"26","기타설탕","오사카부","2014-09-18","1,000","불검출","불검출","적합"
"27","전분가공품","효고현","2014-10-08","100","불검출","불검출","적합"
"28","드레싱","사가현","2014-09-12","720","불검출","불검출","적합"
"29","마요네즈","사가현","2014-09-12","100","불검출","불검출","적합"
"30","된장","교토부","2014-09-24","60","불검출","불검출","적합"
"31","기타가공품","미에현","2014-09-16","36","불검출","불검출","적합"
"32","양조간장","효고현","2014-09-22","324","불검출","불검출","적합"
"33","혼합장","훗카이도","2014-09-11","2,110.5","불검출","불검출","적합"
"34","소스류","훗카이도","2014-09-16","3,886.8","불검출","불검출","적합"
"35","양조간장","아이치현","2014-09-16","324","불검출","불검출","적합"
"36","소스류","훗카이도","2014-09-16","828","불검출","불검출","적합"
"37","수산물가공품","효고현","2014-10-01","9.6","불검출","불검출","적합"
"38","카레분","나라현","2014-10-01","600","불검출","불검출","적합"
"39","청주","효고현","2014-08-04","43.2","불검출","불검출","적합"
"40","갈락토올리고당","훗카이도","2014-02-15","500","불검출","불검출","적합"
"41","소스류","사가현","2014-08-18","450","불검출","불검출","적합"
"42","소스류","야마구치현","2014-09-04","135.6","불검출","불검출","적합"
"43","장류절임","나가노현","2014-09-29","400","불검출","불검출","적합"
"44","장류절임","나가노현","2014-09-29","841.5","불검출","불검출","적합"
"45","소스류","아이치현","2014-09-24","2,130","불검출","불검출","적합"
"46","맥주","후쿠오카현","2014-10-01","34,920","불검출","불검출","적합"
"47","소스류","후쿠오카현","2014-10-07","1,500","불검출","불검출","적합"
"48","소스류","후쿠오카현","2014-10-04","1,000","불검출","불검출","적합"
"49","소스류","후쿠오카현","2014-10-09","200","불검출","불검출","적합"
"50","소스류","후쿠오카현","2014-10-08","500","불검출","불검출","적합"
"51","복합조미식품","후쿠오카현","2014-10-03","300","불검출","불검출","적합"
"52","소스류","후쿠오카현","2014-10-15","5,200","불검출","불검출","적합"
"53","소스류","후쿠오카현","2014-10-08","1,350","불검출","불검출","적합"
"54","커피/건조","브라질","2012-09-04","6,000","불검출","불검출","적합"
"55","카라멜색소","히로시마현","2014-07-23","4,608","불검출","불검출","적합"
"56","조미김","히로시마현","2014-05-19","9.6","불검출","불검출","적합"
"57","청주","교토부","2014-10-06","27","불검출","불검출","적합"
"58","맥주","후쿠오카현","2014-09-22","69,180","불검출","불검출","적합"
