"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","27건","-","-","119,677","-","-","-"
"1","활우렁쉥이","홋카이도","2014-12-12","8,000","불검출","불검출","적합"
"2","활가리비","홋카이도","2014-12-12","6,500","불검출","불검출","적합"
"3","냉장홍어","홋카이도","2014-12-12","1,997","불검출","불검출","적합"
"4","냉장돔(황돔)","야마구치현","2014-12-12","330","불검출","불검출","적합"
"5","냉장돔(황돔)","야마구치현","2014-12-12","644","불검출","불검출","적합"
"6","냉장돔(황돔)","나가사키현","2014-12-12","20","불검출","불검출","적합"
"7","활꼬막","사가현","2014-12-12","900","불검출","불검출","적합"
"8","활꼬막(새꼬막)","사가현","2014-12-12","4,000","불검출","불검출","적합"
"9","냉장명태","홋카이도","2014-12-12","4,000","불검출","불검출","적합"
"10","활우렁쉥이","홋카이도","2014-12-12","8,835","불검출","불검출","적합"
"11","활우렁쉥이","홋카이도","2014-12-12","8,961","불검출","불검출","적합"
"12","냉장명태","홋카이도","2014-12-12","6,000","불검출","불검출","적합"
"13","활우렁쉥이","홋카이도","2014-12-12","9,610","불검출","불검출","적합"
"14","냉장명태","홋카이도","2014-12-12","7,110","불검출","불검출","적합"
"15","활가리비","홋카이도","2014-12-12","6,480","불검출","불검출","적합"
"16","냉장명태","홋카이도","2014-12-12","1,510","불검출","불검출","적합"
"17","냉장명태","홋카이도","2014-12-12","2,740","불검출","불검출","적합"
"18","냉장명태","홋카이도","2014-12-12","2,750","불검출","불검출","적합"
"19","냉장명태","홋카이도","2014-12-12","1,500","불검출","불검출","적합"
"20","냉장명태","홋카이도","2014-12-12","5,680","불검출","불검출","적합"
"21","냉장명태","홋카이도","2014-12-12","5,680","불검출","불검출","적합"
"22","냉장홍어","홋카이도","2014-12-12","498","불검출","불검출","적합"
