"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"61","빵류(케이크)","돗토리현","2014-11-12","1,876","불검출","불검출","적합"
"62","소스류","히로시마현","2014-10-16","708","불검출","불검출","적합"
"63","조미건어포류","야마나시현","2014-11-07","20.3","불검출","불검출","적합"
"64","과자(쿠키)","아이치현","2014-11-14","20.4","불검출","불검출","적합"
"65","땅콩또는견과류
가공품","후쿠오카현","2014-10-16","43.7","불검출","불검출","적합"
"66","땅콩또는견과류
가공품","후쿠오카현","2014-10-17","47.9","불검출","불검출","적합"
"67","과자(스낵과자)","고치현","2014-11-07","103","불검출","불검출","적합"
"68","빵류(케이크)","돗토리현","2014-11-13","2,008","불검출","불검출","적합"
"69","과자(크래커)","아이치현","2014-10-27","57.8","불검출","불검출","적합"
"70","과.채가공품","훗카이도","2014-11-06","6.7","불검출","불검출","적합"
"71","수산물가공품","아오모리현","2014-11-10","17.7","불검출","불검출","적합"
"72","조미건어포류","아오모리현","2014-11-13","10","불검출","불검출","적합"
"73","맥주","오이타현","2014-11-04","16,422","불검출","불검출","적합"
"74","기타가공품","훗카이도","2014-11-07","5.5","불검출","불검출","적합"
"75","청주","효고현","2014-11-17","1,440","불검출","불검출","적합"
"76","리큐르","미에현","2014-09-01","840","불검출","불검출","적합"
"77","청주","교토부","2014-10-06","432","불검출","불검출","적합"
"78","즉석조리식품","야마나시현","2014-11-15","23.17","불검출","불검출","적합"
"79","과자(스낵과자)","니가타현","2014-11-14","102","불검출","불검출","적합"
"80","수산물가공품","훗카이도","2014-11-01","3","불검출","불검출","적합"
"81","혼합제제","기후현","2014-10-16","120","불검출","불검출","적합"
"82","당류가공품","오카야마현","2013-11-29","40","불검출","불검출","적합"
"83","혼합제제","지바현","2014-07-26","500","불검출","불검출","적합"
"84","식용유지가공품","이바라키현","2014-09-02","300","불검출","불검출","적합"
"85","식용유지가공품","이바라키현","2014-10-30","3,000","불검출","불검출","적합"
"86","혼합제제","효고현","2014-11-18","8,000","불검출","불검출","적합"
"87","기타가공품","시즈오카현","2014-10-27","360","불검출","불검출","적합"
"88","기타천연착향료","오카야마현","2014-11-18","120","불검출","불검출","적합"
"89","빵류(그외 빵류)","돗토리현","2014-11-10","2,671","불검출","불검출","적합"
"90","소스류","에히메현","2014-11-27","1,980","불검출","불검출","적합"
"91","소스류","에히메현","2014-11-29","5,446.08","불검출","불검출","적합"
"92","청주","나라현","2014-12-01","216","불검출","불검출","적합"
"93","청주","야마가타현","2014-11-10","345.6","불검출","불검출","적합"
"94","청주","후쿠이현","2014-11-01","60.48","불검출","불검출","적합"
"95","청주","후쿠이현","2014-11-01","90","불검출","불검출","적합"
"96","청주","와카야마현","2014-11-19","108","불검출","불검출","적합"
"97","청주","나라현","2014-12-01","86.4","불검출","불검출","적합"
"98","리큐르","와카야마현","2014-11-20","64.8","불검출","불검출","적합"
"99","소스류","오카야마현","2014-11-26","501","불검출","불검출","적합"
"100","유탕면류","아이치현","2014-11-01","606.06","불검출","불검출","적합"
"101","유탕면류","아이치현","2014-10-29","599.4","불검출","불검출","적합"
"102","혼합제제","효고현","2014-11-18","85","불검출","불검출","적합"
"103","복합조미식품","에히메현","2014-12-02","2,000","불검출","불검출","적합"
"104","혼합제제","사이타마현","2014-11-12","600","불검출","불검출","적합"
"105","혼합제제","오카야마현","2014-11-07","40","불검출","불검출","적합"
"106","혼합제제","오카야마현","2014-10-31","20","불검출","불검출","적합"
"107","혼합제제","오카야마현","2014-10-23","24","불검출","불검출","적합"
"108","혼합제제","사이타마현","2014-11-19","80","불검출","불검출","적합"
