"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"48","소스류","후쿠오카현","2016-06-27","2,926","불검출","불검출","적합"
"49","복합조미식품","구마모토현","2016-06-30","648","불검출","불검출","적합"
"50","건어포류","오사카부","2016-06-21","300","불검출","불검출","적합"
"51","식 용 색 소 적 색 제
102호","오사카부","2015-12-16","2","불검출","불검출","적합"
"52","고형차","아이치현","2016-06-28","1,920","불검출","불검출","적합"
"53","탄산음료","사가현","2016-06-05","2,880","불검출","불검출","적합"
"54","맥주","후쿠오카현","2016-05-18","117,600","불검출","불검출","적합"
"55","탄산음료","사가현","2016-06-06","2,880","불검출","불검출","적합"
"56","복합조미식품","가나가와현","2016-03-04","720","불검출","불검출","적합"
"57","과자(스낵과자)","야마가타현","2016-06-21","4,343","불검출","불검출","적합"
"58","식용색소황색제5호","오사카부","2015-10-20","2","불검출","불검출","적합"
"59","볶은커피","지바현","2016-05-27","360","불검출","불검출","적합"
"60","초콜릿","훗카이도","2016-06-28","39","불검출","불검출","적합"
"61","카레","나가노현","2016-06-06","5,000","불검출","불검출","적합"
"62","카레","니가타현","","1,000","불검출","불검출","적합"
"63","소스류","후쿠오카현","2016-06-10","700","불검출","불검출","적합"
"64","소스류","야마구치현","2016-04-05","200","불검출","불검출","적합"
"65","화이트초콜릿","훗카이도","2016-06-28","120","불검출","불검출","적합"
"66","혼합제제","가나가와현","2016-06-14","404","불검출","불검출","적합"
"67","초콜릿","훗카이도","2016-06-28","60","불검출","불검출","적합"
"68","향신료조제품","훗카이도","2016-06-29","105","불검출","불검출","적합"
"69","카레","니가타현","2016-06-04","1,000","불검출","불검출","적합"
"70","혼합장","나가노현","2016-06-17","6,912","불검출","불검출","적합"
"71","청주","야마가타현","2016-06-20","216","불검출","불검출","적합"
"72","청주","후쿠오카현","2016-06-18","216","불검출","불검출","적합"
"73","카레","나가노현","2016-05-18","3,000","불검출","불검출","적합"
"74","과자(쿠키)","도쿠시마현","2016-06-03","694","불검출","불검출","적합"
"75","소스류","오이타현","2016-06-22","1,440","불검출","불검출","적합"
"76","소스류","후쿠오카현","2016-06-22","10,956","불검출","불검출","적합"
"77","효모추출물제품","가나가와현","2016-04-06","50","불검출","불검출","적합"
"78","고춧가루","시가현","2016-03-26","20","불검출","불검출","적합"
"79","과자(쿠키)","도쿠시마현","2016-06-01","3,198","불검출","불검출","적합"
"80","밀크초콜릿","훗카이도","2016-06-28","45","불검출","불검출","적합"
"81","초콜릿가공품","훗카이도","2016-06-28","65","불검출","불검출","적합"
