"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","86,795","-","-","-"
"1","활돔(참돔)","에히메현","2016-07-13","5,059","불검출","불검출","적합"
"2","냉장쥐치","후쿠오카현","2016-07-13","190","불검출","불검출","적합"
"3","활돔(강담돔)","고치현","2016-07-13","949","불검출","불검출","적합"
"4","냉장명태","홋카이도","2016-07-13","1,200","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2016-07-13","1,608","불검출","불검출","적합"
"6","냉장갈치","와카야마현","2016-07-13","1,640","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2016-07-13","584","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-07-13","2,860","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2016-07-13","2,424","불검출","불검출","적합"
"10","냉동홍어","홋카이도","2016-07-13","23,850","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2016-07-13","417","불검출","불검출","적합"
"12","냉장돔(황돔)","후쿠오카현","2016-07-13","120","불검출","불검출","적합"
"13","냉동기름치","태평양","2016-07-13","33,033","불검출","불검출","적합"
"14","활장어(먹장어)","시마네현","2016-07-13","3,658","불검출","불검출","적합"
"15","냉동개복치(F)","대서양","2016-07-13","706","불검출","불검출","적합"
