"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"14","국수","사이타마현","2016-06-14","1,320","불검출","불검출","적합"
"15","과자(스낵과자)","사이타마현","2016-01-20","2,512","불검출","불검출","적합"
"16","혼합제제","가나가와현","2016-06-17","90","불검출","불검출","적합"
"17","곡류가공품","오사카부","2016-05-17","500","불검출","불검출","적합"
"18","캔디류(사탕)","아이치현","2016-06-14","1,188","불검출","불검출","적합"
"19","맥주","후쿠오카현","2016-05-26","85,980","불검출","불검출","적합"
"20","양조간장","아이치현","2016-06-09","540","불검출","불검출","적합"
"21","캔디류(사탕)","아이치현","2016-06-27","594","불검출","불검출","적합"
"22","혼합제제","시즈오카현","2016-06-03","696","불검출","불검출","적합"
"23","소스류","시가현","2016-06-16","25,200","불검출","불검출","적합"
"24","혼합제제","가나가와현","2016-06-17","60","불검출","불검출","적합"
"25","혼합제제","사이타마현","2016-06-20","252","불검출","불검출","적합"
"26","캔디류(사탕)","아이치현","2016-06-16","396","불검출","불검출","적합"
"27","캔디류(사탕)","아이치현","2016-06-28","360","불검출","불검출","적합"
"28","카레분","사이타마현","2016-05-06","160","불검출","불검출","적합"
"29","기타가공품","아오모리현","2015-10-26","2,010","불검출","불검출","적합"
"30","기타천연착향료","시즈오카현","2016-05-24","1,800","불검출","불검출","적합"
"31","캔디류(사탕)","시즈오카현","2016-05-30","720","불검출","불검출","적합"
"32","혼합제제","시즈오카현","2016-06-02","59","불검출","불검출","적합"
"33","혼합제제","오카야마현","2016-06-15","165","불검출","불검출","적합"
"34","카레","니가타현","2016-05-19","600","불검출","불검출","적합"
"35","발효식초","가고시마현","2016-06-21","652","불검출","불검출","적합"
"36","캔디류(사탕)","아이치현","2016-06-16","389","불검출","불검출","적합"
"37","맥주","후쿠오카현","2016-06-08","69,840","불검출","불검출","적합"
"38","조미된장","나가노현","2016-06-21","9,000","불검출","불검출","적합"
"39","튀김식품","오이타현","2016-06-01","700","불검출","불검출","적합"
"40","카레","나가노현","2016-05-06","1,000","불검출","불검출","적합"
"41","과자(스낵과자)","이바라키현","2016-06-07","296","불검출","불검출","적합"
"42","혼합음료","히로시마현","2016-06-24","168","불검출","불검출","적합"
"43","캔디류(젤리)","아이치현","","2,243","불검출","불검출","적합"
"44","서류가공품","훗카이도","2016-06-01","4,200","불검출","불검출","적합"
"45","혼합제제","가나가와현","2016-06-17","90","불검출","불검출","적합"
"46","기타천연착향료","오사카부","2016-06-27","30","불검출","불검출","적합"
"47","캔디류(사탕)","아이치현","2016-06-27","1,332","불검출","불검출","적합"
