"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"71","혼합제제","시즈오카현","2015-05-27","50","불검출","불검출","적합"
"72","기타가공품","나가노현","2015-04-01","1,000","불검출","불검출","적합"
"73","볶은커피","시즈오카현","2015-02-18","20.16","불검출","불검출","적합"
"74","캔디류(양갱)","지바현","2015-04-22","82.08","불검출","불검출","적합"
"75","볶은커피","시즈오카현","2015-05-22","20.16","불검출","불검출","적합"
"76","혼합제제","사이타마현","2015-02-11","140","불검출","불검출","적합"
"77","혼합제제","사이타마현","2015-06-01","64","불검출","불검출","적합"
"78","혼합제제","사이타마현","2014-10-17","42","불검출","불검출","적합"
"79","혼합제제","사이타마현","2015-04-13","64","불검출","불검출","적합"
"80","혼합제제","사이타마현","2015-02-03","80","불검출","불검출","적합"
"81","혼합제제","사이타마현","2014-11-20","80","불검출","불검출","적합"
"82","혼합제제","사이타마현","2015-03-02","56","불검출","불검출","적합"
"83","합성착향료","야마가타현","2015-05-26","51","불검출","불검출","적합"
"84","오메가-3지방산함
유유지(원료성)","이바라키현","2015-03-20","320","불검출","불검출","적합"
"85","빵류(그외 빵류)","히로시마현","2015-05-26","837.9","불검출","불검출","적합"
"86","빵류(그외 빵류)","히로시마현","2015-06-03","549.05","불검출","불검출","적합"
"87","빵류(그외 빵류)","히로시마현","2015-06-03","555.66","불검출","불검출","적합"
"88","빵류(그외 빵류)","히로시마현","2015-06-01","1,561.14","불검출","불검출","적합"
"89","빵류(그외 빵류)","히로시마현","2015-05-24","1,569.96","불검출","불검출","적합"
"90","소스류","히로시마현","2015-05-09","1,877.4","불검출","불검출","적합"
"91","소스류","히로시마현","2015-04-28","3,225.6","불검출","불검출","적합"
"92","소스류","히로시마현","2015-06-04","3,402","불검출","불검출","적합"
"93","소스류","히로시마현","2015-05-13","2,376","불검출","불검출","적합"
"94","소스류","히로시마현","2015-05-13","818.4","불검출","불검출","적합"
"95","혼합제제","오사카부","2015-06-05","600","불검출","불검출","적합"
"96","혼합제제","오사카부","2015-06-04","75","불검출","불검출","적합"
"97","혼합제제","도쿄도","2015-05-23","100","불검출","불검출","적합"
"98","기타천연착향료","오사카부","2015-05-29","90","불검출","불검출","적합"
"99","탄산음료","사가현","2016-11-01
(유통기한)","7,200","불검출","불검출","적합"
