"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","136,505","-","-","-"
"1","냉동개아지살
(가리비)","홋카이도","2017-01-18","1,000","불검출","불검출","적합"
"2","활우렁쉥이","홋카이도","2017-01-18","5,200","불검출","불검출","적합"
"3","활우렁쉥이","홋카이도","2017-01-18","2,800","불검출","불검출","적합"
"4","활우렁쉥이","홋카이도","2017-01-18","8,000","불검출","불검출","적합"
"5","냉장병어","야마구치현","2017-01-18","60","불검출","불검출","적합"
"6","냉장돔(황돔)","야마구치현","2017-01-18","895","불검출","불검출","적합"
"7","냉장명태","홋카이도","2017-01-18","2,000","불검출","불검출","적합"
"8","냉장돔(황돔)","후쿠오카현","2017-01-18","135","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-01-18","3,000","불검출","불검출","적합"
"10","냉장명태","홋카이도","2017-01-18","7,024","불검출","불검출","적합"
"11","냉장대구","홋카이도","2017-01-18","810","불검출","불검출","적합"
"12","냉장명태","홋카이도","2017-01-18","2,014","불검출","불검출","적합"
"13","냉장명태","홋카이도","2017-01-18","1,800","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-01-18","3,000","불검출","불검출","적합"
"15","냉장준치","구마모토현","2017-01-18","378","불검출","불검출","적합"
"16","냉장명태","홋카이도","2017-01-18","900","불검출","불검출","적합"
