"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","107,547","-","-","-"
"1","활돔(참돔)","에히메현","2017-01-19","4,776","불검출","불검출","적합"
"2","활꼬막","사가현","2017-01-19","1,040","불검출","불검출","적합"
"3","냉장전갱이
(흑점줄전갱이)","후쿠오카현","2017-01-19","12","불검출","불검출","적합"
"4","냉장다랑어
(가다랑어)","후쿠오카현","2017-01-19","12","불검출","불검출","적합"
"5","냉장돔(금눈돔)","후쿠오카현","2017-01-19","6","불검출","불검출","적합"
"6","냉동다랑어
(눈다랑어,목살)","대서양","2017-01-19","60","불검출","불검출","적합"
"7","냉동다랑어
(남방참다랑어,목살)","태평양","2017-01-19","90","불검출","불검출","적합"
"8","냉동다랑어
(남방참다랑어,목살)","인도양","2017-01-19","90","불검출","불검출","적합"
"9","냉장명태","홋카이도","2017-01-19","2,400","불검출","불검출","적합"
"10","냉장대구","홋카이도","2017-01-19","4,090","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2017-01-19","225","불검출","불검출","적합"
"12","냉장돔(황돔)","나가사키현","2017-01-19","108","불검출","불검출","적합"
"13","냉장가오리","야마구치현","2017-01-19","340","불검출","불검출","적합"
"14","냉장명태","홋카이도","2017-01-19","2,722","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2017-01-19","2,033","불검출","불검출","적합"
"16","활꼬막","후쿠오카현","2017-01-19","3,500","불검출","불검출","적합"
