"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2017-01-17","9,360","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-01-17","1,200","불검출","불검출","적합"
"19","냉장대구","홋카이도","2017-01-17","340","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-01-17","3,000","불검출","불검출","적합"
"21","냉장갈치","에히메현","2017-01-17","144","불검출","불검출","적합"
"22","냉장갈치","효고현","2017-01-17","904","불검출","불검출","적합"
"23","냉장병어","효고현","2017-01-17","40","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-01-17","2,600","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-01-17","3,996","불검출","불검출","적합"
"26","냉장홍어","홋카이도","2017-01-17","1,942","불검출","불검출","적합"
"27","냉장갈치","후쿠오카현","2017-01-17","400","불검출","불검출","적합"
"28","냉장명태","홋카이도","2017-01-17","4,608","불검출","불검출","적합"
"29","활돔(벵에돔)","나가사키현","2017-01-17","1,001","불검출","불검출","적합"
"30","활돔(돌돔)","오이타현","2017-01-17","392","불검출","불검출","적합"
"31","냉장홍어","홋카이도","2017-01-17","11,768","불검출","불검출","적합"
"32","냉장명태","홋카이도","2017-01-17","1,200","불검출","불검출","적합"
"33","냉장갈치","오이타현","2017-01-17","355","불검출","불검출","적합"
"34","냉장갈치","후쿠오카현","2017-01-17","729","불검출","불검출","적합"
