"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","154,006","-","-","-"
"1","냉동명태","러시아","2017-01-17","24,000","불검출","불검출","적합"
"2","냉동가자미","러시아","2017-01-17","1,978","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2017-01-17","15,530","불검출","불검출","적합"
"4","냉동대구(F)","러시아","2017-01-17","500","불검출","불검출","적합"
"5","냉동가자미
(각시가자미)","러시아","2017-01-17","22,500","불검출","불검출","적합"
"6","냉동명태(F)","러시아","2017-01-17","12,000","불검출","불검출","적합"
"7","냉동명태(F)","러시아","2017-01-17","22,500","불검출","불검출","적합"
"8","냉동꽁치","대만","2017-01-17","23,700","불검출","불검출","적합"
"9","냉동명태(F)","러시아","2017-01-17","13,500","불검출","불검출","적합"
"10","냉동명태(F)","러시아","2017-01-17","15,998","불검출","불검출","적합"
"11","냉동대구(F)","러시아","2017-01-17","1,800","불검출","불검출","적합"
