"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"35","냉장갈치","야마구치현","2017-01-17","105","불검출","불검출","적합"
"36","냉장가오리","야마구치현","2017-01-17","432","불검출","불검출","적합"
"37","냉장돔(참돔)","나가사키현","2017-01-17","848","불검출","불검출","적합"
"38","냉장돔(참돔)","야마구치현","2017-01-17","1,800","불검출","불검출","적합"
"39","냉장돔(참돔)","야마구치현","2017-01-17","150","불검출","불검출","적합"
"40","냉장돔(황돔)","나가사키현","2017-01-17","1,408","불검출","불검출","적합"
"41","활우렁쉥이","홋카이도","2017-01-17","9,213","불검출","불검출","적합"
"42","냉장가오리","야마구치현","2017-01-17","130","불검출","불검출","적합"
"43","냉장명태","홋카이도","2017-01-17","10,030","불검출","불검출","적합"
"44","활해삼","효고현","2017-01-17","992","불검출","불검출","적합"
"45","냉장명태","홋카이도","2017-01-17","3,304","불검출","불검출","적합"
"46","냉장명태","홋카이도","2017-01-17","5,308","불검출","불검출","적합"
"47","활돔(벵에돔)","나가사키현","2017-01-17","462","불검출","불검출","적합"
"48","활가리비","홋카이도","2017-01-17","7,732","불검출","불검출","적합"
"49","활우렁쉥이","홋카이도","2017-01-17","3,965","불검출","불검출","적합"
