"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2017-01-18","1,812","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-01-18","900","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2017-01-18","379","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-01-18","7,000","불검출","불검출","적합"
"21","냉장돔(참돔)","야마구치현","2017-01-18","145","불검출","불검출","적합"
"22","냉장돔(황돔)","야마구치현","2017-01-18","168","불검출","불검출","적합"
"23","냉장가오리","홋카이도","2017-01-18","260","불검출","불검출","적합"
"24","냉장대구","홋카이도","2017-01-18","600","불검출","불검출","적합"
"25","냉장명태","홋카이도","2017-01-18","900","불검출","불검출","적합"
"26","냉장명태","홋카이도","2017-01-18","2,700","불검출","불검출","적합"
"27","냉장명태","홋카이도","2017-01-18","8,000","불검출","불검출","적합"
"28","냉장병어","야마구치현","2017-01-18","60","불검출","불검출","적합"
"29","냉장돔(참돔)","야마구치현","2017-01-18","240","불검출","불검출","적합"
"30","냉장돔(황돔)","야마구치현","2017-01-18","185","불검출","불검출","적합"
"31","냉장가오리","야마구치현","2017-01-18","876","불검출","불검출","적합"
"32","활우렁쉥이","홋카이도","2017-01-18","8,465","불검출","불검출","적합"
"33","활우렁쉥이","홋카이도","2017-01-18","4,980","불검출","불검출","적합"
"34","활우렁쉥이","홋카이도","2017-01-18","3,492","불검출","불검출","적합"
