"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"16","건면","나가노현","2019-04-23","450","불검출","불검출","적합"
"17","양조간장","지바현","2019-03-13","372","불검출","불검출","적합"
"18","소스","지바현","2019-05-10","1,915","불검출","불검출","적합"
"19","소스","지바현","2019-04-17","726","불검출","불검출","적합"
"20","소스","지바현","2019-05-07","2,209","불검출","불검출","적합"
"21","복합조미식품","오카야마현","2019-04-10","58","불검출","불검출","적합"
"22","청주","나가노현","2019-05-03","9","불검출","불검출","적합"
"23","청주","나가노현","2019-05-08","9","불검출","불검출","적합"
"24","청주","나가노현","2019-05-08","9","불검출","불검출","적합"
"25","청주","에히메현","2019-05-24","130","불검출","불검출","적합"
"26","기타 주류","가고시마현","2019-03-30","9","불검출","불검출","적합"
"27","리큐르","가고시마현","2019-03-29","9","불검출","불검출","적합"
"28","청주","에히메현","2019-05-24","9","불검출","불검출","적합"
"29","소스","시즈오카현","2019-05-09","907","불검출","불검출","적합"
"30","L-아르지닌","사가현","2019-02-04","3,000","불검출","불검출","적합"
"31","과자","니가타현","2019-05-25","969","불검출","불검출","적합"
"32","과자","니가타현","2019-05-29","150","불검출","불검출","적합"
"33","혼합음료","미에현","2019-04-22","1,246","불검출","불검출","적합"
"34","액상차","와카야마현","2019-05-12","269","불검출","불검출","적합"
"35","캔디류","미에현","2019-05-23","640","불검출","불검출","적합"
"36","과자","기후현","2019-04-25","396","불검출","불검출","적합"
"37","과자","사이타마현","2019-05-08","137","불검출","불검출","적합"
"38","절임식품","가고시마현","2019-05-16","1,120","불검출","불검출","적합"
"39","혼합장","아이치현","2019-05-28","15,000","불검출","불검출","적합"
"40","혼합장","아이치현","2019-05-31","3,000","불검출","불검출","적합"
"41","캔디류","아이치현","2019-05-23","5,580","불검출","불검출","적합"
"42","기타 수산물가공품","훗카이도","2019-06-03","450","불검출","불검출","적합"
"43","빵류","기후현","2019-05-30","10,500","불검출","불검출","적합"
"44","소스","후쿠오카현","2019-06-04","16,380","불검출","불검출","적합"
"45","캔디류","아이치현","2019-05-29","348","불검출","불검출","적합"
"46","캔디류","아이치현","2019-05-20","2,415","불검출","불검출","적합"
"47","과자","아이치현","2019-05-18","1,200","불검출","불검출","적합"
"48","캔디류","아이치현","2019-05-29","720","불검출","불검출","적합"
"49","캔디류","아이치현","2019-05-28","1,188","불검출","불검출","적합"
"50","캔디류","아이치현","2019-05-29","900","불검출","불검출","적합"
