"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활가리비","홋카이도","2019-06-24","14,383","불검출","불검출","적합"
"2","냉장갈치","와카야마현","2019-06-24","1,583","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2019-06-24","3,463","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2019-06-24","11,499","불검출","불검출","적합"
"5","냉장갈치","와카야마현","2019-06-24","640","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2019-06-24","490","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2019-06-24","280","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2019-06-24","448","불검출","불검출","적합"
"9","활돔(참돔)","에히메현","2019-06-24","5,792","불검출","불검출","적합"
"10","냉동개아지살(가리비,횟감)","홋카이도","2019-06-24","500","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2019-06-24","2,739","불검출","불검출","적합"
"12","냉장갈치","와카야마현","2019-06-24","456","불검출","불검출","적합"
"13","냉장명태","홋카이도","2019-06-24","528","불검출","불검출","적합"
"14","냉장갈치","와카야마현","2019-06-24","150","불검출","불검출","적합"
"15","냉장돔(황돔)","나가사키현","2019-06-24","200","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2019-06-24","528","불검출","불검출","적합"
"합계","","-","-","43,679","-","-","-"
