"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장명태","홋카이도","2019-03-04","390","불검출","불검출","적합"
"2","활돔(돌돔)","가나가와현","2019-03-04","398","불검출","불검출","적합"
"3","냉장가오리","야마구치현","2019-03-04","456","불검출","불검출","적합"
"4","활가리비","홋카이도","2019-03-04","3,248","불검출","불검출","적합"
"5","활장어(먹장어)","나가사키현","2019-03-04","2,374","불검출","불검출","적합"
"6","활가리비","홋카이도","2019-03-04","2,870","불검출","불검출","적합"
"7","냉장홍어","야마구치현","2019-03-04","528","불검출","불검출","적합"
"8","냉장갈치","후쿠오카현","2019-03-04","350","불검출","불검출","적합"
"9","냉장명태","홋카이도","2019-03-04","195","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-03-04","7,000","불검출","불검출","적합"
"11","활대합(북방대합)","홋카이도","2019-03-04","3,196","불검출","불검출","적합"
"12","활가리비","홋카이도","2019-03-04","7,218","불검출","불검출","적합"
"13","활돔(벵에돔)","오이타현","2019-03-04","1,312","불검출","불검출","적합"
"14","활해삼","나가사키현","2019-03-04","162","불검출","불검출","적합"
"15","활대합(북방대합)","홋카이도","2019-03-04","1,990","불검출","불검출","적합"
"16","활조개(비단조개)","홋카이도","2019-03-04","300","불검출","불검출","적합"
"17","냉장홍어","홋카이도","2019-03-04","1,558","불검출","불검출","적합"
"18","냉동개아지살(가리비,횟감)","홋카이도","2019-03-04","990","불검출","불검출","적합"
"19","활돔(돌돔)","가나가와현","2019-03-04","858","불검출","불검출","적합"
"20","활대합(북방대합)","홋카이도","2019-03-04","2,981","불검출","불검출","적합"
