"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","18건","-","-","53,214","-","-","-"
"1","활돔(벵에돔)","에히메현","2014-4-9","6,127","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2014-4-9","1,039","불검출","불검출","적합"
"3","활게(털게)","홋카이도","2014-4-9","200","불검출","불검출","적합"
"4","활가리비","홋카이도","2014-4-9","6,000","불검출","불검출","적합"
"5","활가리비","홋카이도","2014-4-9","6,000","불검출","불검출","적합"
"6","활게(왕게)","홋카이도","2014-4-9","4,500","불검출","불검출","적합"
"7","활장어(먹장어)","나가사키현","2014-4-9","2,447","불검출","불검출","적합"
"8","냉동다랑어(눈다랑어,F,횟감)","대서양","2014-4-9","1,392","불검출","불검출","적합"
"9","냉동다랑어(눈다랑어,목살)","대서양","2014-4-9","1,540","불검출","불검출","적합"
"10","냉동새치(돛새치)","태평양","2014-4-9","2,970","불검출","불검출","적합"
"11","냉동다랑어(눈다랑어,목살)","대서양","2014-4-9","1,000","불검출","불검출","적합"
"12","냉동다랑어(눈다랑어,F,횟감)","대서양","2014-4-9","1,041","불검출","불검출","적합"
"13","냉장명태","홋카이도","2014-4-9","6,090","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2014-4-9","783","불검출","불검출","적합"
"15","냉장갈치","후쿠오카현","2014-4-9","130","불검출","불검출","적합"
"16","활가리비","홋카이도","2014-4-9","6,795","불검출","불검출","적합"
"17","냉장명태","홋카이도","2014-4-9","4,560","불검출","불검출","적합"
"18","활게(참게)","야마구치현","2014-4-9","600","불검출","불검출","적합"
