"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","파스타류","효고현","2014-03-17","993.6","불검출","불검출","적합"
"18","소스류","군마현","2014-02-07","375","불검출","불검출","적합"
"19","소스류","군마현","2014-01-23","877.5","불검출","불검출","적합"
"20","과.채가공품","시가현","2014-02-21","300","불검출","불검출","적합"
"21","청주","돗토리현","2014-03-25","684","불검출","불검출","적합"
"22","청주","야마가타현","2014-01-06","43.2","불검출","불검출","적합"
"23","청주","니가타현","2014-03-06","108","불검출","불검출","적합"
"24","기타가공품","효고현","2014-03-03","10,660","불검출","불검출","적합"
"25","기타가공품","효고현","2014-03-06","3,492","불검출","불검출","적합"
"26","혼합제제","군마현","2014-03-05","150","불검출","불검출","적합"
"27","혼합제제","군마현","2014-03-05","256","불검출","불검출","적합"
"28","혼합제제","군마현","2014-03-05","40","불검출","불검출","적합"
"29","혼합제제","군마현","2014-03-06","60","불검출","불검출","적합"
"30","청주","미에현","2014-03-01","86.4","불검출","불검출","적합"
"31","커피/건조","브라질","2013-12-15","14,529.4","불검출","불검출","적합"
"32","고춧가루","효고현","2014-03-20","100","불검출","불검출","적합"
"33","곡류가공품","시즈오카현","2014-02-05","1,000","불검출","불검출","적합"
"34","소스류","나가사키현","2014-03-13","3,135","불검출","불검출","적합"
"35","소스류","나가사키현","2014-03-14","3,075","불검출","불검출","적합"
"36","소스류","나가사키현","2014-03-15","1,291.62","불검출","불검출","적합"
"37","소스류","나가사키현","2014-03-15","1,217.16","불검출","불검출","적합"
"38","소스류","나가사키현","2014-03-05","1,765.5","불검출","불검출","적합"
"39","소스류","나가사키현","2014-03-08","1,452.36","불검출","불검출","적합"
"40","소스류","나가사키현","2014-03-14","1,294","불검출","불검출","적합"
"41","소스류","나가사키현","2014-03-19","140.4","불검출","불검출","적합"
"42","조미된장","나가노현","2014-03-11","500","불검출","불검출","적합"
"43","소스류","나가사키현","2014-03-15","920","불검출","불검출","적합"
"44","청국장","교토부","2014-03-09","115.2","불검출","불검출","적합"
"45","기타가공품","미에현","2014-03-06","108","불검출","불검출","적합"
"46","양조간장","아이치현","2014-01-21","108","불검출","불검출","적합"
"47","국수","니가타현","2014-03-14","243","불검출","불검출","적합"
"48","당면","오사카부","2014-02-07","100","불검출","불검출","적합"
"49","소스류","도치기현","2014-03-10","176","불검출","불검출","적합"
"50","과자(크래커)","오사카부","2014-03-14","504","불검출","불검출","적합"
"51","소스류","오사카부","2014-01-31","320","불검출","불검출","적합"
"52","고춧가루","효고현","2014-03-20","100","불검출","불검출","적합"
"53","발효식초","나라현","2014-03-06","202","불검출","불검출","적합"
"54","기타주류","야마구치현","2014-02-14","340","불검출","불검출","적합"
"55","기타주류","야마구치현","2014-02-19","420","불검출","불검출","적합"
"56","과.채가공품","후쿠오카현","2014-03-20","12","불검출","불검출","적합"
"57","고춧가루","시가현","2014-02-14","50","불검출","불검출","적합"
"58","효모추출물제품","오이타현","2014-03-04","10","불검출","불검출","적합"
"59","식용색소적색제102호","오사카부","2013-06-24","1","불검출","불검출","적합"
"60","식용색소적색제3호","오사카부","2013-02-21","1","불검출","불검출","적합"
"61","식용색소황색제5호","오사카부","2013-03-01","1","불검출","불검출","적합"
"62","소스류","야마구치현","2013-12-05","220","불검출","불검출","적합"
"63","소스류","야마구치현","2014-01-30","220","불검출","불검출","적합"
"64","소스류","훗카이도","2014-03-24","1,240","불검출","불검출","적합"
"65","곡류가공품","나라현","2014-03-19","24","불검출","불검출","적합"
"66","곡류가공품","나라현","2014-03-19","549","불검출","불검출","적합"
