"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"17","수산물가공품","후쿠시마현","2014-03-17","300","불검출","불검출","적합"
"18","수산물가공품","후쿠시마현","2014-03-17","400","불검출","불검출","적합"
"19","자당지방산에스테르","미에현","2014-02-12","500","불검출","불검출","적합"
"20","자당지방산에스테르","미에현","2014-01-08","3,600","불검출","불검출","적합"
"21","글루코아밀라아제","아이치현","2013-12-07","500","불검출","불검출","적합"
"22","셀룰라아제","아이치현","2014-01-23","100","불검출","불검출","적합"
"23","프로테아제(곰팡이성:HUT)","아이치현","2014-02-22","30","불검출","불검출","적합"
"24","락타아제","아이치현","2013-06-12","20","불검출","불검출","적합"
"25","자당지방산에스테르","나가노현","2013-06-10","250","불검출","불검출","적합"
"26","소스류","히로시마현","2014-02-04","2,995.2","불검출","불검출","적합"
"27","소스류","히로시마현","2014-02-27","3,247.2","불검출","불검출","적합"
"28","캔디류(사탕)","아이치현","2014-03-17","1,440","불검출","불검출","적합"
"29","건어포류","에히메현","2014-03-11","160","불검출","불검출","적합"
"30","캔디류(양갱)","아이치현","2014-02-19","648","불검출","불검출","적합"
"31","발효식초","가고시마현","2014-01-16","50","불검출","불검출","적합"
"32","향신료조제품(겨자가공품)","사이타마현","2014-02-24","129","불검출","불검출","적합"
"33","맥주","오이타현","2014-02-12","49,680","불검출","불검출","적합"
"34","기타건포류","히로시마현","2014-03-27","120","불검출","불검출","적합"
"35","양조간장","오사카부","2014-03-24","630","불검출","불검출","적합"
"36","양조간장","오사카부","2014-03-24","630","불검출","불검출","적합"
"37","향미유","사이타마현","2014-03-14","2,883.5","불검출","불검출","적합"
"38","캔디류(사탕)","가나가와현","2014-02-05","294.4","불검출","불검출","적합"
"39","캔디류(젤리)","가나가와현","2014-02-05","87.2","불검출","불검출","적합"
"40","과자(크래커)","이바라키현","2014-02-15","92","불검출","불검출","적합"
"41","캔디류(젤리)","아이치현","2014-03-14","135.6","불검출","불검출","적합"
"42","캔디류(젤리)","아이치현","2014-03-14","135.6","불검출","불검출","적합"
"43","혼합제제","사이타마현","2014-03-12","144","불검출","불검출","적합"
"44","기타천연착향료","시즈오카현","2014-03-06","600","불검출","불검출","적합"
"45","국수","가가와현","2014-03-18","6,362.5","불검출","불검출","적합"
"46","국수","가가와현","2014-03-17","1,800","불검출","불검출","적합"
"47","기타천연착향료","오사카부","2014-03-27","72","불검출","불검출","적합"
"48","혼합제제","효고현","2014-03-31","17","불검출","불검출","적합"
"49","혼합제제","이바라키현","2014-02-26","100","불검출","불검출","적합"
"50","빙과류","아이치현","2014-02-27","13,312.32","불검출","불검출","적합"
"51","청주","야마가타현","2014-02-03","1,080","불검출","불검출","적합"
"52","기타가공품","도쿄도","2013-04-01","19.1","불검출","불검출","적합"
"53","기타가공품","도쿄도","2012-12-02","7.06","불검출","불검출","적합"
"54","수산물가공품","아이치현","2014-03-20","6,000","불검출","불검출","적합"
"55","향신료조제품","도쿄도","2014-03-17","1,250","불검출","불검출","적합"
"56","기타가공품","아오모리현","2014-03-11","2,010","불검출","불검출","적합"
"57","양조간장","효고현","2014-02-25","13,646.88","불검출","불검출","적합"
"58","기타천연착향료","오사카부","2014-03-26","45","불검출","불검출","적합"
"59","혼합제제","오사카부","2014-03-27","30","불검출","불검출","적합"
"60","기타천연착향료","오카야마현","2014-03-17","120","불검출","불검출","적합"
"61","양조간장","효고현","2014-02-25","13,646.88","불검출","불검출","적합"
"62","카르복시메틸셀룰로오스나트륨","시마네현","2014-03-20","500","불검출","불검출","적합"
