"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","83,085","-","-","-"
"1","활돔(참돔)","에히메현","2016-06-02","9,692","불검출","불검출","적합"
"2","냉동다랑어
(남방참다랑어)","인도양","2016-06-02","6,577","불검출","불검출","적합"
"3","냉동상어
(청상아리,F)","인도양","2016-06-02","4,320","불검출","불검출","적합"
"4","활게(왕밤송이게)","홋카이도","2016-06-02","202","불검출","불검출","적합"
"5","활장어(먹장어)","야마구치현","2016-06-02","3,816","불검출","불검출","적합"
"6","활가리비","홋카이도","2016-06-02","6,998","불검출","불검출","적합"
"7","활가리비","홋카이도","2016-06-02","6,972","불검출","불검출","적합"
"8","활가리비","홋카이도","2016-06-02","7,035","불검출","불검출","적합"
"9","활장어(먹장어)","후쿠오카현","2016-06-02","1,580","불검출","불검출","적합"
"10","활가리비","홋카이도","2016-06-02","7,192","불검출","불검출","적합"
"11","활돔(돌돔)","미야자키현","2016-06-02","1,371","불검출","불검출","적합"
"12","냉장갈치","히로시마현","2016-06-02","545","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2016-06-02","7,963","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-06-02","1,984","불검출","불검출","적합"
