"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","20","-","-","143,067","-","-","-"
"1","활참돔","에히메현","2016-06-03","9,251","불검출","불검출","적합"
"2","활참돔","에히메현","2016-06-03","17,023","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-06-03","7,300","불검출","불검출","적합"
"4","냉동눈다랑어(목살)","대서양","2016-06-03","500","불검출","불검출","적합"
"5","냉동청상아리","대서양","2016-06-03","11,028","불검출","불검출","적합"
"6","냉동개복치(F)","대서양","2016-06-03","5,140","불검출","불검출","적합"
"7","냉동기름치","대서양","2016-06-03","8,402","불검출","불검출","적합"
"8","냉장갈치","히로시마현","2016-06-03","280","불검출","불검출","적합"
"9","활해삼","니가타현","2016-06-03","2,350","불검출","불검출","적합"
"10","냉장갈치","오이타현","2016-06-03","310","불검출","불검출","적합"
"11","냉장갈치","후쿠오카현","2016-06-03","270","불검출","불검출","적합"
"12","냉장갈치","오이타현","2016-06-03","525","불검출","불검출","적합"
"13","활가리비","홋카이도","2016-06-03","13,992","불검출","불검출","적합"
"14","냉장명태","홋카이도","2016-06-03","4,130","불검출","불검출","적합"
"15","냉장황돔","야마구치현","2016-06-03","125","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-06-03","758","불검출","불검출","적합"
"17","냉장황돔","후쿠오카현","2016-06-03","150","불검출","불검출","적합"
"18","냉장갈치","히로시마현","2016-06-03","175","불검출","불검출","적합"
"19","냉동명태","홋카이도","2016-06-03","49,380","불검출","불검출","적합"
"20","활가리비","홋카이도","2016-06-03","11,978","불검출","불검출","적합"
