"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"27","냉장준치","야마구치현","2016-06-08","464","불검출","불검출","적합"
"28","냉장명태","홋카이도","2016-06-08","2,016","불검출","불검출","적합"
"29","냉장준치","히로시마현","2016-06-08","550","불검출","불검출","적합"
"30","냉장명태","홋카이도","2016-06-08","2,004","불검출","불검출","적합"
"31","냉장대구","홋카이도","2016-06-08","220","불검출","불검출","적합"
"32","냉동눈다랑어(목살)","태평양","2016-06-08","200","불검출","불검출","적합"
"33","냉장홍어","홋카이도","2016-06-08","1,494.3","불검출","불검출","적합"
"34","냉장명태","홋카이도","2016-06-08","2,004","불검출","불검출","적합"
"35","냉장대구","홋카이도","2016-06-08","220","불검출","불검출","적합"
"36","활돌돔","나가사키현","2016-06-08","199","불검출","불검출","적합"
"37","활돌돔","나가사키현","2016-06-08","364","불검출","불검출","적합"
"38","냉장준치","구마모토현","2016-06-08","182","불검출","불검출","적합"
"39","활가리비","홋카이도","2016-06-08","6,989","불검출","불검출","적합"
"40","냉동눈다랑어(F,횟감)","태평양","2016-06-08","64","불검출","불검출","적합"
"41","활가리비","홋카이도","2016-06-08","6,760","불검출","불검출","적합"
"42","활가리비","홋카이도","2016-06-08","6,997","불검출","불검출","적합"
"43","활가리비","홋카이도","2016-06-08","7,186","불검출","불검출","적합"
"44","냉장갈치","오이타현","2016-06-08","310","불검출","불검출","적합"
