"순번","품      목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","44","-","-","131,249","-","-","-"
"1","활참돔","에히메현","2016-06-08","5,300","불검출","불검출","적합"
"2","활참돔","에히메현","2016-06-08","17,700","불검출","불검출","적합"
"3","활가리비","홋카이도","2016-06-08","14,000","불검출","불검출","적합"
"4","활먹장어","야마구치현","2016-06-08","2,470","불검출","불검출","적합"
"5","활가리비","홋카이도","2016-06-08","7,018","불검출","불검출","적합"
"6","냉장명태","홋카이도","2016-06-08","377","불검출","불검출","적합"
"7","냉장대구","홋카이도","2016-06-08","908","불검출","불검출","적합"
"8","냉장명태","홋카이도","2016-06-08","377","불검출","불검출","적합"
"9","활가리비","홋카이도","2016-06-08","6,982","불검출","불검출","적합"
"10","활벵에돔","오이타현","2016-06-08","980","불검출","불검출","적합"
"11","냉장대구","홋카이도","2016-06-08","918","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2016-06-08","1,674","불검출","불검출","적합"
"13","냉장명태","홋카이도","2016-06-08","2,080","불검출","불검출","적합"
"14","냉장홍어","홋카이도","2016-06-08","2,051","불검출","불검출","적합"
"15","냉장갈치","와카야마현","2016-06-08","992","불검출","불검출","적합"
"16","냉장홍어","홋카이도","2016-06-08","10,559","불검출","불검출","적합"
"17","냉장갈치","히로시마현","2016-06-08","1,005","불검출","불검출","적합"
"18","냉장홍어","홋카이도","2016-06-08","3,804","불검출","불검출","적합"
"19","냉장홍어","홋카이도","2016-06-08","1,566","불검출","불검출","적합"
"20","냉장갈치","오이타현","2016-06-08","935","불검출","불검출","적합"
"21","냉장명태","홋카이도","2016-06-08","1,990","불검출","불검출","적합"
"22","냉장갈치","와카야마현","2016-06-08","1,120","불검출","불검출","적합"
"23","활가리비","홋카이도","2016-06-08","7,050","불검출","불검출","적합"
"24","냉장갈치","후쿠오카현","2016-06-08","365","불검출","불검출","적합"
"25","냉장갈치","야마구치현","2016-06-08","695","불검출","불검출","적합"
"26","냉장황돔","후쿠오카현","2016-06-08","110","불검출","불검출","적합"
