"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","171","732,909","1","40","133","713,458","0","0","37","19,411"
"4.22","52","61,811","0","0","44","56,404","0","0","8","5,407"
"4.23","119","671,098","1","40","89","657,054","0","0","29","14,004"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
