"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","활돔(돌돔)","가나가와현","2019-04-23","1,288","불검출","불검출","적합"
"2","냉장갈치","오이타현","2019-04-23","440","불검출","불검출","적합"
"3","냉장명태","홋카이도","2019-04-23","1,950","불검출","불검출","적합"
"4","냉장준치","후쿠오카현","2019-04-23","122","불검출","불검출","적합"
"5","냉장홍어","야마구치현","2019-04-23","410","불검출","불검출","적합"
"6","냉장갈치","후쿠오카현","2019-04-23","285","불검출","불검출","적합"
"7","냉장가오리","야마구치현","2019-04-23","50","불검출","불검출","적합"
"8","냉장홍어","홋카이도","2019-04-23","4,317","불검출","불검출","적합"
"9","활가리비","홋카이도","2019-04-23","7,000","불검출","불검출","적합"
"10","냉장갈치","야마구치현","2019-04-23","1,320","불검출","불검출","적합"
"11","냉장쥐치","후쿠오카현","2019-04-23","597","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-04-23","2,756","불검출","불검출","적합"
"13","냉장갈치","후쿠오카현","2019-04-23","895","불검출","불검출","적합"
"14","활돔(돌돔)","미야자키현","2019-04-23","1,177","불검출","불검출","적합"
"15","냉장홍어","홋카이도","2019-04-23","2,812","불검출","불검출","적합"
"16","냉장갈치","효고현","2019-04-23","1,200","불검출","불검출","적합"
"17","냉장명태","홋카이도","2019-04-23","3,263","불검출","불검출","적합"
"18","냉장명태","홋카이도","2019-04-23","1,300","불검출","불검출","적합"
"19","냉장갈치","후쿠오카현","2019-04-23","2,400","불검출","불검출","적합"
"20","냉장준치","효고현","2019-04-23","480","불검출","불검출","적합"
