"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장갈치","후쿠오카현","2019-04-22","1,500","불검출","불검출","적합"
"2","냉동다랑어(황다랑어,F,횟감)","태평양","2019-04-22","840","불검출","불검출","적합"
"3","냉장돔(황돔)","야마구치현","2019-04-22","30","불검출","불검출","적합"
"4","냉동다랑어(참다랑어,목살,횟감)","태평양","2019-04-22","200","불검출","불검출","적합"
"5","냉장쥐치","후쿠오카현","2019-04-22","3,264","불검출","불검출","적합"
"6","냉동다랑어(눈다랑어,목살)","태평양","2019-04-22","2,560","불검출","불검출","적합"
"7","활가리비","홋카이도","2019-04-22","496","불검출","불검출","적합"
"8","활돔(돌돔)","미야자키현","2019-04-22","1,268","불검출","불검출","적합"
"9","냉장준치","후쿠오카현","2019-04-22","115","불검출","불검출","적합"
"10","활가리비","홋카이도","2019-04-22","6,938","불검출","불검출","적합"
"11","냉장홍어","홋카이도","2019-04-22","1,020","불검출","불검출","적합"
"12","냉장홍어","홋카이도","2019-04-22","2,454","불검출","불검출","적합"
"13","냉장홍어","홋카이도","2019-04-22","1,258","불검출","불검출","적합"
"14","냉장준치","효고현","2019-04-22","800","불검출","불검출","적합"
"15","냉동새치(황새치,F,횟감)","태평양","2019-04-22","1,500","불검출","불검출","적합"
"16","냉장갈치","오이타현","2019-04-22","580","불검출","불검출","적합"
"17","냉장갈치","오이타현","2019-04-22","770","불검출","불검출","적합"
"18","냉장갈치","효고현","2019-04-22","160","불검출","불검출","적합"
"19","냉장갈치","후쿠오카현","2019-04-22","510","불검출","불검출","적합"
"합계","","-","-","26,263","-","-","-"
