"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동꼴뚜기(흰꼴뚜기)","나가사키현","2019-08-05","1,496","불검출","불검출","적합"
"2","활가리비","홋카이도","2019-08-05","6,973","불검출","불검출","적합"
"3","냉동다랑어(눈다랑어,목살)","태평양","2019-08-05","165","불검출","불검출","적합"
"4","냉동다랑어(눈다랑어,F,횟감)","태평양","2019-08-05","1,210","불검출","불검출","적합"
"5","냉동새우살","도야마현","2019-08-05","200","불검출","불검출","적합"
"6","냉동다랑어(눈다랑어,F,횟감)","태평양","2019-08-05","1,395","불검출","불검출","적합"
"7","냉장갈치","와카야마현","2019-08-05","431","불검출","불검출","적합"
"8","냉장갈치","와카야마현","2019-08-05","1,126","불검출","불검출","적합"
"9","활가리비","홋카이도","2019-08-05","13,960","불검출","불검출","적합"
"10","냉장명태","홋카이도","2019-08-05","492","불검출","불검출","적합"
"11","냉장돔(황돔)","후쿠오카현","2019-08-05","80","불검출","불검출","적합"
"12","냉장명태","홋카이도","2019-08-05","108","불검출","불검출","적합"
"합계","","-","-","27,636","-","-","-"
