"순번","품목명","제조·생산지","제조일자
(유통기한)","수입
중량
(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:100Bq/kg)","판정"
"120","빵류","훗카이도","2019-07-06","192","불검출","불검출","적합"
"121","빵류","훗카이도","2019-07-06","192","불검출","불검출","적합"
"122","기타 어육가공품","아오모리현","2019-06-21","26","불검출","불검출","적합"
"123","볶은커피","가나가와현","2019-07-08","2,340","불검출","불검출","적합"
"124","볶은커피","시즈오카현","2019-07-08","7,074","불검출","불검출","적합"
"125","볶은커피","시즈오카현","2019-05-23","1,620","불검출","불검출","적합"
"126","기타 주류","지바현","2019-07-04","648","불검출","불검출","적합"
"127","숙면","니가타현","2019-06-13","4,500","불검출","불검출","적합"
"128","가공두부","후쿠오카현","2019-07-18","2,627","불검출","불검출","적합"
"129","기타 어육가공품","효고현","2020-06-30","3,060","불검출","불검출","적합"
"130","청주","아이치현","2019-06-27","1,080","불검출","불검출","적합"
"131","소스","훗카이도","2019-06-18","408","불검출","불검출","적합"
"132","소스","사가현","2019-06-05","22,500","불검출","불검출","적합"
"133","식물성크림","히로시마현","2019-05-11","288","불검출","불검출","적합"
"134","소스","히로시마현","2019-05-23","3,960","불검출","불검출","적합"
"135","소스","히로시마현","2019-06-11","1,311","불검출","불검출","적합"
"136","향신료조제품","아이치현","2019-06-12","1,000","불검출","불검출","적합"
"137","소스","사가현","2019-07-05","1,350","불검출","불검출","적합"
"138","소스","사가현","2019-06-08","900","불검출","불검출","적합"
"139","마요네즈","효고현","2019-06-27","2,500","불검출","불검출","적합"
