"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)",""
"합계","511","2,192,872","8","26,777","389","2,090,830","3","300","111","74,965"
"7.29","92","397,515","4","18,254","74","377,160","1","35","13","2,066"
"7.30","82","370,715","0","0","44","350,928","2","265","36","19,522"
"7.31","109","841,571","2","1,090","96","836,567","0","0","11","3,914"
"8.1","89","273,214","1","7,383","72","261,425","0","0","16","4,406"
"8.2","139","309,857","1","50","103","264,750","0","0","35","45,057"
