"품목","계","","농산물","","가공식품","","건강기능식품","","식품첨가물",""
"처리
일자","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏)","","건수
중량(㎏) 건수","","중량(㎏)",""
"합계","149","1,295,874","0","0","139","1,292,005","3","205","7","3,664"
"5.13","89","661,864","0","0","86","661,031","2","133","1","700"
"5.14","60","634,010","0","0","53","630,974","1","72","6","2,964"
"","","","","","","","","","",""
"","","","","","","","","","",""
"","","","","","","","","","",""
