"순번","품목명","제조·생산지","유통기한
(포장일자)","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:100Bq/kg)","",""
"합계","","","","15,623","","",""
"1","능이/건조","키르기스스탄","(2018년)","100","60","불검출","적합"
"2","능이/건조","중국","(2019.4.13.)","1,245","1","-","적합"
"3","능이/냉동","중국","(2019.4.18.)","14,278","3","-","적합"
