"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉동가자미(장수기름가자미)","미국","2019-05-17","12,012","불검출","불검출","적합"
"2","냉동대구(F)","러시아","2019-05-17","1,800","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2019-05-17","21,100","불검출","불검출","적합"
"합계","","-","-","34,912","-","-","-"
