"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"1","냉장갈치","와카야마현","2019-05-16","2,184","불검출","불검출","적합"
"2","냉장돔(감성돔)","와카야마현","2019-05-16","128","불검출","불검출","적합"
"3","활돔(돌돔)","미야자키현","2019-05-16","3,056","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2019-05-16","9,616","불검출","불검출","적합"
"5","활바리(능성어)","에히메현","2019-05-16","937","불검출","불검출","적합"
"6","냉장돔(황돔)","후쿠오카현","2019-05-16","160","불검출","불검출","적합"
"7","활돔(참돔)","에히메현","2019-05-16","8,219","불검출","불검출","적합"
"8","활돔(참돔)","에히메현","2019-05-16","2,809","불검출","불검출","적합"
"9","냉장갈치","와카야마현","2019-05-16","1,520","불검출","불검출","적합"
"10","활전갱이(흑점줄전갱이)","에히메현","2019-05-16","2,394","불검출","불검출","적합"
"11","활돔(벤자리)","미야자키현","2019-05-16","1,903","불검출","불검출","적합"
"12","활돔(돌돔)","나가사키현","2019-05-16","1,479","불검출","불검출","적합"
"13","마른해삼(자숙)","이시카와현","2019-05-16","68","불검출","불검출","적합"
"14","냉장갈치","후쿠오카현","2019-05-16","998","불검출","불검출","적합"
"15","냉장갈치","후쿠오카현","2019-05-16","228","불검출","불검출","적합"
"16","냉장돔(황돔)","야마구치현","2019-05-16","120","불검출","불검출","적합"
"17","활가리비","홋카이도","2019-05-16","6,952","불검출","불검출","적합"
"18","활돔(참돔)","에히메현","2019-05-16","4,626","불검출","불검출","적합"
"19","활바리(능성어)","에히메현","2019-05-16","923","불검출","불검출","적합"
"20","냉장가오리","야마구치현","2019-05-16","30","불검출","불검출","적합"
