"순번","품목명","제조·생산지","제조일자","중량
(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"83","떡류","군마현","2016-05-23","142","불검출","불검출","적합"
"84","카레","도치기현","2016-02-01","2,760","불검출","불검출","적합"
"85","혼합제제","오사카부","2016-06-30","150","불검출","불검출","적합"
"86","국수","사이타마현","2016-06-14","466","불검출","불검출","적합"
"87","냉면","나가노현","2016-06-13","320","불검출","불검출","적합"
"88","구연산","가고시마현","2016-05-27","900","불검출","불검출","적합"
"89","혼합제제","효고현","2016-06-23","17","불검출","불검출","적합"
"90","혼합제제","오사카부","2016-04-06","241","불검출","불검출","적합"
"91","볶은커피","지바현","2016-05-26","152","불검출","불검출","적합"
"92","카레","도치기현","2016-02-02","2,208","불검출","불검출","적합"
"93","과자(쿠키)","아이치현","2016-06-23","121","불검출","불검출","적합"
"94","초콜릿","훗카이도","2016-06-28","144","불검출","불검출","적합"
"95","빵류(카스텔라)","나가사키현","2016-06-23","468","불검출","불검출","적합"
"96","합성착향료","시가현","2016-06-30","20","불검출","불검출","적합"
