"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","57,184","-","-","-"
"1","활돔(참돔)","에히메현","2017-03-13","13035","불검출","불검출","적합"
"2","냉동다랑어
(남방참다랑어)","인도양","2017-03-13","8001","불검출","불검출","적합"
"3","냉장명태","홋카이도","2017-03-13","2730","불검출","불검출","적합"
"4","냉장명태","홋카이도","2017-03-13","2730","불검출","불검출","적합"
"5","냉장돔(황돔)","나가사키현","2017-03-13","504","불검출","불검출","적합"
"6","냉장갈치","야마구치현","2017-03-13","880","불검출","불검출","적합"
"7","냉장준치","야마구치현","2017-03-13","160","불검출","불검출","적합"
"8","냉장홍어","야마구치현","2017-03-13","100","불검출","불검출","적합"
"9","냉장갈치","후쿠오카현","2017-03-13","415","불검출","불검출","적합"
"10","활꼬막(새꼬막)","후쿠오카현","2017-03-13","5440","불검출","불검출","적합"
"11","냉장갈치","야마구치현","2017-03-13","688","불검출","불검출","적합"
"12","냉장돔(황돔)","야마구치현","2017-03-13","180","불검출","불검출","적합"
"13","활꼬막","사가현","2017-03-13","200","불검출","불검출","적합"
"14","활꼬막(새꼬막)","사가현","2017-03-13","4440","불검출","불검출","적합"
"15","활가리비","홋카이도","2017-03-13","7000","불검출","불검출","적합"
"16","활대합(북방대합)","홋카이도","2017-03-13","1418","불검출","불검출","적합"
