"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장홍어","홋카이도","2017-03-16","1488","불검출","불검출","적합"
"18","냉장명태","홋카이도","2017-03-16","2650","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-03-16","3000","불검출","불검출","적합"
"20","냉장준치","구마모토현","2017-03-16","266","불검출","불검출","적합"
"21","냉장갈치","구마모토현","2017-03-16","100","불검출","불검출","적합"
"22","냉장갈치","효고현","2017-03-16","648","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2017-03-16","296","불검출","불검출","적합"
"24","냉장명태","홋카이도","2017-03-16","1828","불검출","불검출","적합"
"25","냉장갈치","오이타현","2017-03-16","375","불검출","불검출","적합"
"26","활꼬막(새꼬막)","후쿠오카현","2017-03-16","1140","불검출","불검출","적합"
"27","냉장명태","홋카이도","2017-03-16","1930","불검출","불검출","적합"
"28","냉장갈치","와카야마현","2017-03-16","816","불검출","불검출","적합"
"29","활꼬막(새꼬막)","사가현","2017-03-16","1880","불검출","불검출","적합"
"30","냉장갈치","후쿠오카현","2017-03-16","550","불검출","불검출","적합"
"31","냉장갈치","후쿠오카현","2017-03-16","740","불검출","불검출","적합"
"32","냉동갈치","에히메현","2017-03-16","1656","불검출","불검출","적합"
"33","활가리비","홋카이도","2017-03-16","6958","불검출","불검출","적합"
"34","활돔(돌돔)","미야자키현","2017-03-16","1269","불검출","불검출","적합"
"35","활돔(돌돔)","가나가와현","2017-03-16","1365","불검출","불검출","적합"
"36","활장어(먹장어)","야마구치현","2017-03-16","3701","불검출","불검출","적합"
