"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"17","냉장명태","홋카이도","2017-03-14","3370","불검출","불검출","적합"
"18","냉장대구","홋카이도","2017-03-14","270","불검출","불검출","적합"
"19","냉장명태","홋카이도","2017-03-14","3796","불검출","불검출","적합"
"20","냉장명태","홋카이도","2017-03-14","130","불검출","불검출","적합"
"21","냉장대구","홋카이도","2017-03-14","480","불검출","불검출","적합"
"22","냉장명태","홋카이도","2017-03-14","3731","불검출","불검출","적합"
"23","냉장대구","홋카이도","2017-03-14","490","불검출","불검출","적합"
"24","냉장갈치","효고현","2017-03-14","512","불검출","불검출","적합"
"25","냉장갈치","구마모토현","2017-03-14","380","불검출","불검출","적합"
"26","활꼬막(새꼬막)","후쿠오카현","2017-03-14","1160","불검출","불검출","적합"
"27","냉장명태","홋카이도","2017-03-14","5860","불검출","불검출","적합"
"28","활꼬막","후쿠오카현","2017-03-14","440","불검출","불검출","적합"
"29","활꼬막(새꼬막)","후쿠오카현","2017-03-14","3000","불검출","불검출","적합"
"30","활장어(먹장어)","나가사키현","2017-03-14","1675","불검출","불검출","적합"
"31","활돔(돌돔)","미에현","2017-03-14","220","불검출","불검출","적합"
"32","냉동다랑어
(눈다랑어,F,횟감)","태평양","2017-03-14","188","불검출","불검출","적합"
