"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","","-","-","667,344","-","-","-"
"1","냉동명태","러시아","2017-03-16","483234","불검출","불검출","적합"
"2","냉동꽁치","대만","2017-03-16","41750","불검출","불검출","적합"
"3","냉동꽁치","대만","2017-03-16","3540","불검출","불검출","적합"
"4","냉동가자미
(각시가자미)","러시아","2017-03-16","11250","불검출","불검출","적합"
"5","냉동명태(F)","러시아","2017-03-16","22900","불검출","불검출","적합"
"6","냉동가자미
(각시가자미)","러시아","2017-03-16","22500","불검출","불검출","적합"
"7","냉동대구(F)","러시아","2017-03-16","3370","불검출","불검출","적합"
"8","냉동상어(귀상어)","중국","2017-03-16","11800","불검출","불검출","적합"
"9","냉동가자미
(각시가자미)","러시아","2017-03-16","22500","불검출","불검출","적합"
"10","냉동가자미
(각시가자미)","러시아","2017-03-16","22500","불검출","불검출","적합"
"11","냉동가자미
(각시가자미)","러시아","2017-03-16","22000","불검출","불검출","적합"
