"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"21","냉장병어","와카야마현","2018-02-05","400","불검출","불검출","적합"
"22","냉장병어","와카야마현","2018-02-05","376","불검출","불검출","적합"
"23","냉장갈치","와카야마현","2018-02-05","560","불검출","불검출","적합"
"24","냉장홍어","홋카이도","2018-02-05","4,711","불검출","불검출","적합"
"25","냉장명태","홋카이도","2018-02-05","2,590","불검출","불검출","적합"
"26","냉장돔(황돔)","야마구치현","2018-02-05","485","불검출","불검출","적합"
"27","냉장홍어","홋카이도","2018-02-05","1,487","불검출","불검출","적합"
"28","활방어","에히메현","2018-02-05","2,991","불검출","불검출","적합"
"29","냉장갈치","후쿠오카현","2018-02-05","190","불검출","불검출","적합"
"30","냉장갈치","에히메현","2018-02-05","400","불검출","불검출","적합"
"31","냉장명태","홋카이도","2018-02-05","10,220","불검출","불검출","적합"
"32","냉장홍어","홋카이도","2018-02-05","804","불검출","불검출","적합"
"33","냉장홍어","야마구치현","2018-02-05","260","불검출","불검출","적합"
"34","활우렁쉥이","홋카이도","2018-02-05","8,270","불검출","불검출","적합"
"35","냉장병어","와카야마현","2018-02-05","160","불검출","불검출","적합"
"36","냉장돔(황돔)","야마구치현","2018-02-05","1,330","불검출","불검출","적합"
"37","냉장명태","홋카이도","2018-02-05","3,052","불검출","불검출","적합"
"38","냉장명태","홋카이도","2018-02-05","2,590","불검출","불검출","적합"
"39","냉장갈치","가나가와현","2018-02-05","2,296","불검출","불검출","적합"
"40","활돔(참돔)","에히메현","2018-02-05","2,816","불검출","불검출","적합"
"41","냉장홍어","야마구치현","2018-02-05","108","불검출","불검출","적합"
"42","냉장가오리","야마구치현","2018-02-05","50","불검출","불검출","적합"
"43","냉장갈치","후쿠오카현","2018-02-05","510","불검출","불검출","적합"
"44","냉장준치","효고현","2018-02-05","329","불검출","불검출","적합"
