"순번","품목","생산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","46건","-","-","124,495","-","-","-"
"1","냉동어란(연어알,캐비아대용) 홋카이도","","2014-10-14","100","불검출","불검출","적합"
"2","활장어(먹장어)","나가사키현","2014-10-14","509","불검출","불검출","적합"
"3","활돔(참돔)","에히메현","2014-10-14","3,943","불검출","불검출","적합"
"4","활돔(참돔)","에히메현","2014-10-14","9,510","불검출","불검출","적합"
"5","활돔(참돔)","에히메현","2014-10-14","10,027","불검출","불검출","적합"
"6","활돔(참돔)","에히메현","2014-10-14","12,858","불검출","불검출","적합"
"7","활가리비","홋카이도","2014-10-14","6,500","불검출","불검출","적합"
"8","활가리비","홋카이도","2014-10-14","7,285","불검출","불검출","적합"
"9","냉장돔(황돔)","후쿠오카현","2014-10-14","70","불검출","불검출","적합"
"10","활장어(먹장어)","나가사키현","2014-10-14","998","불검출","불검출","적합"
"11","냉장돔(황돔)","나가사키현","2014-10-14","40","불검출","불검출","적합"
"12","냉장전어","오사카부","2014-10-14","808","불검출","불검출","적합"
"13","냉장홍어","야마구치현","2014-10-14","280","불검출","불검출","적합"
"14","활꼬막(새꼬막)","사가현","2014-10-14","120","불검출","불검출","적합"
"15","냉장갈치","오이타현","2014-10-14","125","불검출","불검출","적합"
"16","냉장갈치","와카야마현","2014-10-14","400","불검출","불검출","적합"
"17","냉장갈치","와카야마현","2014-10-14","880","불검출","불검출","적합"
"18","냉장갈치","오이타현","2014-10-14","255","불검출","불검출","적합"
"19","냉장돔(참돔)","후쿠오카현","2014-10-14","120","불검출","불검출","적합"
"20","냉장돔(참돔)","야마구치현","2014-10-14","25","불검출","불검출","적합"
"21","냉장홍어","야마구치현","2014-10-14","220","불검출","불검출","적합"
"22","냉장가오리","야마구치현","2014-10-14","70","불검출","불검출","적합"
"23","냉장전어","오이타현","2014-10-14","1,192","불검출","불검출","적합"
"24","냉장홍어","홋카이도","2014-10-14","3,164","불검출","불검출","적합"
"25","냉장명태","홋카이도","2014-10-14","5,080","불검출","불검출","적합"
"26","냉장갈치","와카야마현","2014-10-14","2,536","불검출","불검출","적합"
"27","냉장돔(참돔)","야마구치현","2014-10-14","455","불검출","불검출","적합"
"28","냉장가오리","야마구치현","2014-10-14","336","불검출","불검출","적합"
"29","냉장홍어","야마구치현","2014-10-14","528","불검출","불검출","적합"
