"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","16건","-","-","3,395,328","-","-","-"
"1","냉동명태","러시아","2014-10-15","723,153","불검출","불검출","적합"
"2","냉동명태","러시아","2014-10-15","791,394","불검출","불검출","적합"
"3","냉동명태","러시아","2014-10-15","437,525","불검출","불검출","적합"
"4","냉동꽁치","대만","2014-10-15","204,125","불검출","불검출","적합"
"5","냉동꽁치","대만","2014-10-15","101,010","불검출","불검출","적합"
"6","냉동상어(청상아리)","대만","2014-10-15","16,643","불검출","불검출","적합"
"7","냉동명태","러시아","2014-10-15","114,444","불검출","불검출","적합"
"8","냉동다랑어(황다랑어)","대만","2014-10-15","31,455","불검출","불검출","적합"
"9","냉동꽁치","대만","2014-10-15","122,292","불검출","불검출","적합"
"10","냉동꽁치","대만","2014-10-15","44,774","불검출","불검출","적합"
"11","마른김","한국","2014-10-15","499","불검출","불검출","적합"
"12","냉동꽁치","대만","2014-10-15","272,657","불검출","불검출","적합"
"13","냉동꽁치","대만","2014-10-15","337,789","불검출","불검출","적합"
"14","냉동꽁치","대만","2014-10-15","154,764","불검출","불검출","적합"
"15","냉동명태(F)","러시아","2014-10-15","18,200","불검출","불검출","적합"
"16","냉동상어(청상아리)","대만","2014-10-15","24,604","불검출","불검출","적합"
