"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/kg)","요오드
(기준:300Bq/kg)","판정"
"16","맥주","아이치현","2014-08-08","14,592","불검출","불검출","적합"
"17","소스류","군마현","2014-08-19","540","불검출","불검출","적합"
"18","소스류","군마현","2014-08-04","10,000","불검출","불검출","적합"
"19","소스류","사이타마현","2014-07-23","324","불검출","불검출","적합"
"20","소스류","히로시마현","2014-08-08","180","불검출","불검출","적합"
"21","소스류","히로시마현","2014-08-12","528","불검출","불검출","적합"
"22","소스류","히로시마현","2014-08-01","486","불검출","불검출","적합"
"23","소스류","히로시마현","2014-08-05","40","불검출","불검출","적합"
"24","탄산음료","도쿄도","2014-08-20","12,096","불검출","불검출","적합"
"25","빵류(그외 빵류)","훗카이도","2014-06-01","162.5","불검출","불검출","적합"
"26","조미된장","훗카이도","2014-09-17","10,500","불검출","불검출","적합"
"27","캔디류(사탕)","아이치현","2014-09-18","1,980","불검출","불검출","적합"
"28","소주","교토부","2014-09-08","3,110.4","불검출","불검출","적합"
"29","청주","교토부","2014-09-10","345.6","불검출","불검출","적합"
"30","청주","교토부","2014-09-10","9,525.6","불검출","불검출","적합"
"31","캔디류(사탕)","아이치현","2014-09-19","2,496","불검출","불검출","적합"
"32","캔디류(사탕)","아이치현","2014-09-19","4,716","불검출","불검출","적합"
"33","냉면","훗카이도","2014-08-07","480","불검출","불검출","적합"
"34","혼합제제","오카야마현","2014-09-16","90","불검출","불검출","적합"
"35","혼합제제","가나가와현","2014-09-04","180","불검출","불검출","적합"
"36","향신료조제품
(고추냉이가공품)","도쿄도","2014-09-22","720","불검출","불검출","적합"
"37","기타천연착향료","효고현","2014-09-02","210","불검출","불검출","적합"
"38","혼합제제","시가현","2014-09-24","240","불검출","불검출","적합"
"39","볶은커피","지바현","2014-09-24","700","불검출","불검출","적합"
"40","볶은커피","지바현","2014-09-23","1,300","불검출","불검출","적합"
"41","이염화이소시아
뉼산나트륨
(기구등살균소독제)","도쿠시마현","2014-07-17","3,000","불검출","불검출","적합"
"42","이염화이소시아
뉼산나트륨
(기구등살균소독제)","도쿠시마현","2014-09-03","13,200","불검출","불검출","적합"
"43","식초절임","가고시마현","2014-09-22","40","불검출","불검출","적합"
"44","장류절임","가고시마현","2014-09-22","56","불검출","불검출","적합"
"45","기타가공품","오사카부","2014-09-25","21.44","불검출","불검출","적합"
"46","식초절임","가고시마현","2014-09-22","72","불검출","불검출","적합"
"47","국수","아키타현","2014-08-21","570","불검출","불검출","적합"
"48","로커스트콩검","도야마현","2014-08-28","6,950","불검출","불검출","적합"
"49","볶은커피","효고현","2014-06-22","84","불검출","불검출","적합"
"50","장류절임","돗토리현","2014-09-25","1,600","불검출","불검출","적합"
"51","혼합장","나가노현","2014-09-04","6,720","불검출","불검출","적합"
"52","소스류","에히메현","2014-09-23","2,377.62","불검출","불검출","적합"
