"순 번","품목명","제조·생산지","제조일자","중량(kg)","검사결과","",""
"","","","","","세슘
요오드
판정
(기준:100Bq/kg)
(기준:300Bq/kg)","",""
"합계","","80건","","761,796","","",""
"1","음료베이스","아이치현","2014-08-11","345.6","불검출","불검출","적합"
"2","카레","나라현","2014-08-28","1,000","불검출","불검출","적합"
"3","카레","나라현","2014-09-08","1,000","불검출","불검출","적합"
"4","합성착향료","야마가타현","2014-09-22","2","불검출","불검출","적합"
"5","합성착향료","야마가타현","2014-08-19","2","불검출","불검출","적합"
"6","어묵","야마구치현","2014-09-15","2,400","불검출","불검출","적합"
"7","맥주","후쿠오카현","2014-08-11","50,940","불검출","불검출","적합"
"8","맥주","후쿠오카현","2014-09-04","33,600","불검출","불검출","적합"
"9","맥주","후쿠오카현","2014-09-04","134,400","불검출","불검출","적합"
"10","냉면","훗카이도","2014-09-03","1,800","불검출","불검출","적합"
"11","소스류","히로시마현","2014-07-10","180","불검출","불검출","적합"
"12","소스류","히로시마현","2014-08-28","180","불검출","불검출","적합"
"13","화이트초콜릿","가나가와현","2014-08-25","1,673.28","불검출","불검출","적합"
"14","밀크초콜릿","가나가와현","2014-08-27","1,337.28","불검출","불검출","적합"
"15","맥주","오이타현","2014-08-14","66,240","불검출","불검출","적합"
"16","기타천연착향료","야마나시현","2014-08-28","114","불검출","불검출","적합"
