"순번","품목","원산지","검사
완료일","중량
(Kg)","검사결과","",""
"","","","","","세슘
(기준:100Bq/Kg)","요오드
(기준:300Bq/Kg)","판정"
"합계","3건","-","-","47,494","-","-","-"
"1","냉동가자미(각시가자미) 러시아","","2015-1-23","10,998","불검출","불검출","적합"
"2","냉동가자미(각시가자미) 러시아","","2015-1-23","12,996","불검출","불검출","적합"
"3","냉동명태(F)","러시아","2015-1-23","23,500","불검출","불검출","적합"
